"Jahr";"Quartal";"Monat";"Betriebsart";"Tourismus_Ankünfte";"Tourismus_Übernachtungen";"Tourismus_Betriebe";"Tourismus_Betten"
"2016";"3. Quartal";"08";"Campingplätze";2332;7784;3;0
"2016";"3. Quartal";"08";"sonstige";2209;7331;18;521
"2016";"3. Quartal";"09";"Hotels";151036;300292;73;16055
"2016";"3. Quartal";"09";"Hotels garni";37847;75557;30;3942
"2016";"3. Quartal";"09";"Gasthöfe";2739;4719;15;338
"2016";"3. Quartal";"09";"Pensionen";4746;13114;31;771
"2016";"3. Quartal";"09";"Jugendherbergen";6428;14873;7;849
"2016";"3. Quartal";"09";"Campingplätze";1541;5294;3;0
"2016";"3. Quartal";"09";"sonstige";1814;6088;18;521
"2016";"4. Quartal";"10";"Hotels";141791;303261;73;15972
"2016";"4. Quartal";"10";"Hotels garni";39507;80756;30;3964
"2016";"4. Quartal";"10";"Gasthöfe";2581;4630;15;340
"2016";"4. Quartal";"10";"Pensionen";4911;13745;33;793
"2016";"4. Quartal";"10";"Jugendherbergen";6664;14958;8;877
"2016";"4. Quartal";"10";"Campingplätze";732;3084;3;0
"2016";"4. Quartal";"10";"sonstige";2012;6521;18;522
"2016";"4. Quartal";"11";"Hotels";117466;218912;73;16011
"2016";"4. Quartal";"11";"Hotels garni";31675;57662;30;3957
"2016";"4. Quartal";"11";"Gasthöfe";1620;2744;15;338
"2016";"4. Quartal";"11";"Pensionen";4036;10667;32;780
"2016";"4. Quartal";"11";"Jugendherbergen";3287;6414;7;851
"2016";"4. Quartal";"11";"Campingplätze";0;0;2;0
"2016";"4. Quartal";"11";"sonstige";1696;5043;17;473
"2016";"4. Quartal";"12";"Hotels";157958;313546;73;16135
"2016";"4. Quartal";"12";"Hotels garni";43044;78108;30;3958
"2016";"4. Quartal";"12";"Gasthöfe";2292;3936;15;338
"2016";"4. Quartal";"12";"Pensionen";5424;13240;32;779
"2016";"4. Quartal";"12";"Jugendherbergen";5348;10452;7;855
"2016";"4. Quartal";"12";"Campingplätze";0;0;2;0
"2016";"4. Quartal";"12";"sonstige";2273;6544;17;473
"2017";"1. Quartal";"01";"Hotels";77675;144980;71;15895
"2017";"1. Quartal";"01";"Hotels garni";22102;39299;30;4072
"2017";"1. Quartal";"01";"Gasthöfe";1264;2152;14;322
"2017";"1. Quartal";"01";"Pensionen";2850;8029;31;733
"2017";"1. Quartal";"01";"Jugendherbergen";2372;5222;7;849
"2017";"1. Quartal";"01";"Campingplätze";0;0;1;0
"2017";"1. Quartal";"01";"sonstige";1226;3293;17;473
"2017";"1. Quartal";"02";"Hotels";76851;143599;69;15345
"2017";"1. Quartal";"02";"Hotels garni";21237;37402;30;4055
"2017";"1. Quartal";"02";"Gasthöfe";1294;1998;15;332
"2017";"1. Quartal";"02";"Pensionen";2894;7740;31;733
"2017";"1. Quartal";"02";"Jugendherbergen";2276;5493;7;851
"2017";"1. Quartal";"02";"Campingplätze";0;0;1;0
"2017";"1. Quartal";"02";"sonstige";1227;3428;17;473
"2017";"1. Quartal";"03";"Hotels";108314;210743;69;15298
"2017";"1. Quartal";"03";"Hotels garni";31591;60049;31;4158
"2017";"1. Quartal";"03";"Gasthöfe";1607;2719;15;338
"2017";"1. Quartal";"03";"Pensionen";3552;9937;31;728
"2017";"1. Quartal";"03";"Jugendherbergen";3634;8903;8;910
"2017";"1. Quartal";"03";"Campingplätze";0;0;2;0
"2017";"1. Quartal";"03";"sonstige";1706;4982;18;553
"2017";"2. Quartal";"04";"Hotels";127755;270409;70;15327
"2017";"2. Quartal";"04";"Hotels garni";38142;75326;31;4155
"2017";"2. Quartal";"04";"Gasthöfe";2123;4185;15;338
"2017";"2. Quartal";"04";"Pensionen";4185;11628;31;734
"2017";"2. Quartal";"04";"Jugendherbergen";6238;15853;8;938
"2017";"2. Quartal";"04";"Campingplätze";491;2063;3;0
"2017";"2. Quartal";"04";"sonstige";2054;6333;18;545
"2017";"2. Quartal";"05";"Hotels";142866;288097;70;15332
"2017";"2. Quartal";"05";"Hotels garni";40141;78370;31;4162
"2017";"2. Quartal";"05";"Gasthöfe";2707;4474;15;338
"2017";"2. Quartal";"05";"Pensionen";4443;12709;31;730
"2017";"2. Quartal";"05";"Jugendherbergen";7096;17114;8;952
"2017";"2. Quartal";"05";"Campingplätze";778;3686;3;0
"2017";"2. Quartal";"05";"sonstige";2354;6675;18;541
"2017";"2. Quartal";"06";"Hotels";144707;288345;70;15296
"2017";"2. Quartal";"06";"Hotels garni";41478;78533;31;4166
"2017";"2. Quartal";"06";"Gasthöfe";2822;4932;15;340
"2017";"2. Quartal";"06";"Pensionen";4489;11530;31;733
"2017";"2. Quartal";"06";"Jugendherbergen";7091;17232;8;950
"2017";"2. Quartal";"06";"Campingplätze";1869;6803;3;0
"2017";"2. Quartal";"06";"sonstige";2465;6997;18;544
"2017";"3. Quartal";"07";"Hotels";144030;290518;70;15370
"2017";"3. Quartal";"07";"Hotels garni";42602;78518;31;4177
"2017";"3. Quartal";"07";"Gasthöfe";2477;4830;15;334
"2017";"3. Quartal";"07";"Pensionen";4943;11732;31;744
"2017";"3. Quartal";"07";"Jugendherbergen";6782;17477;9;1007
"2017";"3. Quartal";"07";"Campingplätze";3183;8574;3;0
"2017";"3. Quartal";"07";"sonstige";2278;6920;18;550
"2017";"3. Quartal";"08";"Hotels";163522;332303;70;15347
"2017";"3. Quartal";"08";"Hotels garni";43194;89090;32;4208
"2017";"3. Quartal";"08";"Gasthöfe";2705;5111;15;340
"2017";"3. Quartal";"08";"Pensionen";5601;14033;33;783
"2017";"3. Quartal";"08";"Jugendherbergen";6725;16361;9;1021
"2017";"3. Quartal";"08";"Campingplätze";3116;8724;3;0
"2017";"3. Quartal";"08";"sonstige";2514;7915;18;550
"2017";"3. Quartal";"09";"Hotels";152884;302348;70;15339
"2017";"3. Quartal";"09";"Hotels garni";38920;81792;32;4206
"2017";"3. Quartal";"09";"Gasthöfe";2561;4922;15;338
"2017";"3. Quartal";"09";"Pensionen";5004;12162;33;812
"2017";"3. Quartal";"09";"Jugendherbergen";7483;18427;9;1020
"2017";"3. Quartal";"09";"Campingplätze";2189;6273;3;0
"2017";"3. Quartal";"09";"sonstige";2392;6909;18;542
"2017";"4. Quartal";"10";"Hotels";142087;302024;70;15447
"2017";"4. Quartal";"10";"Hotels garni";41441;89423;34;4465
"2017";"4. Quartal";"10";"Gasthöfe";2459;5058;15;340
"2017";"4. Quartal";"10";"Pensionen";4246;11659;32;762
"2017";"4. Quartal";"10";"Jugendherbergen";6580;17346;9;1021
"2017";"4. Quartal";"10";"Campingplätze";1242;4114;3;0
"2017";"4. Quartal";"10";"sonstige";2359;9400;19;643
"2017";"4. Quartal";"11";"Hotels";112202;212964;70;15471
"2017";"4. Quartal";"11";"Hotels garni";32866;62587;34;4511
"2017";"4. Quartal";"11";"Gasthöfe";1853;3210;15;342
"2017";"4. Quartal";"11";"Pensionen";3630;9946;32;752
"2017";"4. Quartal";"11";"Jugendherbergen";4187;9553;9;1070
"2017";"4. Quartal";"11";"Campingplätze";0;0;2;0
"2017";"4. Quartal";"11";"sonstige";2133;9420;20;691
"2017";"4. Quartal";"12";"Hotels";161143;322504;70;15455
"2017";"4. Quartal";"12";"Hotels garni";46319;91521;34;4524
"2017";"4. Quartal";"12";"Gasthöfe";2763;4925;15;342
"2017";"4. Quartal";"12";"Pensionen";4868;12231;31;745
"2017";"4. Quartal";"12";"Jugendherbergen";5859;12829;9;1070
"2017";"4. Quartal";"12";"Campingplätze";0;0;2;0
"2017";"4. Quartal";"12";"sonstige";3220;9798;19;657
"2018";"1. Quartal";"01";"Hotels";85352;159640;69;15281
"2018";"1. Quartal";"01";"Hotels garni";27404;48957;34;4500
"2018";"1. Quartal";"01";"Gasthöfe";1610;2802;15;339
"2018";"1. Quartal";"01";"Pensionen";3015;7713;32;752
"2018";"1. Quartal";"01";"Jugendherbergen";3014;8026;9;1075
"2018";"1. Quartal";"01";"Campingplätze";0;0;2;0
"2018";"1. Quartal";"01";"sonstige";2054;7675;19;651
"2018";"1. Quartal";"02";"Hotels";87594;163750;70;15421
"2018";"1. Quartal";"02";"Hotels garni";26122;48145;34;4374
"2018";"1. Quartal";"02";"Gasthöfe";1497;2690;15;339
"2018";"1. Quartal";"02";"Pensionen";2823;6695;30;723
"2018";"1. Quartal";"02";"Jugendherbergen";2900;8260;9;1073
"2018";"1. Quartal";"02";"Campingplätze";0;0;1;0
"2018";"1. Quartal";"02";"sonstige";1892;7037;19;646
"2018";"1. Quartal";"03";"Hotels";122500;239266;70;15392
"2018";"1. Quartal";"03";"Hotels garni";37126;70542;34;4392
"2018";"1. Quartal";"03";"Gasthöfe";2067;3639;15;342
"2018";"1. Quartal";"03";"Pensionen";4493;9990;32;765
"2018";"1. Quartal";"03";"Jugendherbergen";5076;13243;9;1074
"2018";"1. Quartal";"03";"Campingplätze";0;0;3;0
"2018";"1. Quartal";"03";"sonstige";2578;9361;20;693
"2018";"2. Quartal";"04";"Hotels";125882;257688;70;15357
"2018";"2. Quartal";"04";"Hotels garni";37237;76267;34;4513
"2018";"2. Quartal";"04";"Gasthöfe";2161;4069;15;342
"2018";"2. Quartal";"04";"Pensionen";4329;10653;33;779
"2018";"2. Quartal";"04";"Jugendherbergen";5281;14694;9;1074
"2018";"2. Quartal";"04";"Campingplätze";370;1043;3;0
"2018";"2. Quartal";"04";"sonstige";2795;8929;21;774
"2018";"2. Quartal";"05";"Hotels";149285;306368;70;15410
"2018";"2. Quartal";"05";"Hotels garni";44251;90443;34;4519
"2018";"2. Quartal";"05";"Gasthöfe";2823;5391;15;342
"2018";"2. Quartal";"05";"Pensionen";5397;13680;33;780
"2018";"2. Quartal";"05";"Jugendherbergen";7819;19949;9;1075
"2018";"2. Quartal";"05";"Campingplätze";1089;2985;2;0
"2018";"2. Quartal";"05";"sonstige";3394;10723;21;783
"2018";"2. Quartal";"06";"Hotels";143368;286361;70;15507
"2018";"2. Quartal";"06";"Hotels garni";42859;86355;34;4467
"2018";"2. Quartal";"06";"Gasthöfe";2813;4935;15;342
"2018";"2. Quartal";"06";"Pensionen";4946;12359;33;780
"2018";"2. Quartal";"06";"Jugendherbergen";7574;18219;9;1074
"2018";"2. Quartal";"06";"Campingplätze";2718;8562;3;0
"2018";"2. Quartal";"06";"sonstige";3440;9520;21;784
"2018";"3. Quartal";"07";"Hotels";137270;279755;70;15460
"2018";"3. Quartal";"07";"Hotels garni";42981;83188;33;4476
"2018";"3. Quartal";"07";"Gasthöfe";2649;4721;15;343
"2018";"3. Quartal";"07";"Pensionen";5123;12179;33;782
"2018";"3. Quartal";"07";"Jugendherbergen";5756;16281;9;1074
"2018";"3. Quartal";"07";"Campingplätze";3439;12305;3;0
"2018";"3. Quartal";"07";"sonstige";3664;11130;22;909
"2018";"3. Quartal";"08";"Hotels";162786;322694;70;15434
"2018";"3. Quartal";"08";"Hotels garni";47181;95431;34;4521
"2018";"3. Quartal";"08";"Gasthöfe";2938;5508;15;343
"2018";"3. Quartal";"08";"Pensionen";5694;13201;32;768
"2018";"3. Quartal";"08";"Jugendherbergen";8002;19722;9;1074
"2018";"3. Quartal";"08";"Campingplätze";0;0;3;0
"2018";"3. Quartal";"08";"sonstige";7213;20407;22;936
"2018";"3. Quartal";"09";"Hotels";146625;298030;68;15350
"2018";"3. Quartal";"09";"Hotels garni";40890;88202;34;4503
"2018";"3. Quartal";"09";"Gasthöfe";2985;5330;15;342
"2018";"3. Quartal";"09";"Pensionen";4633;11286;32;760
"2018";"3. Quartal";"09";"Jugendherbergen";7229;18269;9;1075
"2018";"3. Quartal";"09";"Campingplätze";0;0;3;0
"2018";"3. Quartal";"09";"sonstige";5203;15757;22;925
"2018";"4. Quartal";"10";"Hotels";137396;287073;68;15320
"2018";"4. Quartal";"10";"Hotels garni";39105;86944;34;4430
"2018";"4. Quartal";"10";"Gasthöfe";2643;4915;15;342
"2018";"4. Quartal";"10";"Pensionen";4864;12552;33;791
"2018";"4. Quartal";"10";"Jugendherbergen";7096;16319;9;1073
"2018";"4. Quartal";"10";"Campingplätze";0;0;3;0
"2018";"4. Quartal";"10";"sonstige";3865;13129;21;847
"2018";"4. Quartal";"11";"Hotels";121245;224581;68;15412
"2018";"4. Quartal";"11";"Hotels garni";31975;62839;34;4504
"2018";"4. Quartal";"11";"Gasthöfe";2059;3807;15;342
"2018";"4. Quartal";"11";"Pensionen";3964;9443;33;787
"2018";"4. Quartal";"11";"Jugendherbergen";4876;9782;9;1073
"2018";"4. Quartal";"11";"Campingplätze";0;0;2;0
"2018";"4. Quartal";"11";"sonstige";3179;10844;21;848
"2018";"4. Quartal";"12";"Hotels";158456;324111;67;15372
"2018";"4. Quartal";"12";"Hotels garni";44657;90839;35;4690
"2018";"4. Quartal";"12";"Gasthöfe";2766;5195;15;342
"2018";"4. Quartal";"12";"Pensionen";5431;12721;33;787
"2018";"4. Quartal";"12";"Jugendherbergen";7703;15295;9;1073
"2018";"4. Quartal";"12";"Campingplätze";0;0;2;0
"2018";"4. Quartal";"12";"sonstige";3980;12422;21;857
"2019";"1. Quartal";"01";"Hotels";79218;147559;67;14617
"2019";"1. Quartal";"01";"Hotels garni";24424;45760;34;4474
"2019";"1. Quartal";"01";"Gasthöfe";1325;2362;14;331
"2019";"1. Quartal";"01";"Pensionen";3178;7633;33;775
"2019";"1. Quartal";"01";"Jugendherbergen";2793;7032;9;1073
"2019";"1. Quartal";"01";"Campingplätze";0;0;2;0
"2019";"1. Quartal";"01";"sonstige";2390;8009;21;836
"2019";"1. Quartal";"02";"Hotels";81315;149860;66;15128
"2019";"1. Quartal";"02";"Hotels garni";25864;46447;33;4364
"2019";"1. Quartal";"02";"Gasthöfe";1399;2364;13;308
"2019";"1. Quartal";"02";"Pensionen";3087;7472;31;745
"2019";"1. Quartal";"02";"Jugendherbergen";3318;8726;9;1059
"2019";"1. Quartal";"02";"Campingplätze";0;0;1;0
"2019";"1. Quartal";"03";"Hotels";110026;211648;67;15214
"2019";"1. Quartal";"03";"Hotels garni";33809;65576;34;4409
"2019";"1. Quartal";"03";"Gasthöfe";2119;3666;14;331
"2019";"1. Quartal";"03";"Pensionen";4112;10077;33;783
"2019";"1. Quartal";"03";"Jugendherbergen";5524;13219;9;1059
"2019";"1. Quartal";"03";"Campingplätze";0;0;2;0
"2019";"1. Quartal";"03";"sonstige";3020;10914;21;830
"2019";"2. Quartal";"04";"Hotels";124205;257008;67;15299
"2019";"2. Quartal";"04";"Hotels garni";40163;81668;34;4515
"2019";"2. Quartal";"04";"Gasthöfe";2575;4652;14;332
"2019";"2. Quartal";"04";"Pensionen";4567;11965;33;793
"2019";"2. Quartal";"04";"Jugendherbergen";6574;16897;9;1059
"2019";"2. Quartal";"04";"Campingplätze";1376;3577;3;0
"2019";"2. Quartal";"04";"sonstige";3297;11606;22;919
"2019";"2. Quartal";"05";"Hotels";149959;302362;68;15714
"2019";"2. Quartal";"05";"Hotels garni";43112;85702;34;4525
"2019";"2. Quartal";"05";"Gasthöfe";2754;5319;15;343
"2019";"2. Quartal";"05";"Pensionen";4923;13039;33;792
"2019";"2. Quartal";"05";"Jugendherbergen";7691;18293;9;1059
"2019";"2. Quartal";"05";"Campingplätze";0;0;3;0
"2019";"2. Quartal";"05";"sonstige";6257;19927;23;1191
"2019";"2. Quartal";"06";"Hotels";147350;295929;68;15776
"2019";"2. Quartal";"06";"Hotels garni";41717;83192;35;4802
"2019";"2. Quartal";"06";"Gasthöfe";2656;5409;14;334
"2019";"2. Quartal";"06";"Pensionen";5270;13686;33;786
"2019";"2. Quartal";"06";"Jugendherbergen";8802;19509;9;1067
"2019";"2. Quartal";"06";"Campingplätze";0;0;3;0
"2019";"2. Quartal";"06";"sonstige";7274;21535;24;1205
"2019";"3. Quartal";"07";"Hotels";149266;294414;69;15861
"2019";"3. Quartal";"07";"Hotels garni";47048;90203;35;4895
"2019";"3. Quartal";"07";"Gasthöfe";2671;5244;14;338
"2019";"3. Quartal";"07";"Pensionen";4907;12959;33;786
"2019";"3. Quartal";"07";"Jugendherbergen";7784;18289;9;1067
"2019";"3. Quartal";"07";"Campingplätze";0;0;3;0
"2019";"3. Quartal";"07";"sonstige";7512;21853;23;1200
"2019";"3. Quartal";"08";"Hotels";167563;330897;68;15855
"2019";"3. Quartal";"08";"Hotels garni";53794;100879;35;4890
"2019";"3. Quartal";"08";"Gasthöfe";2999;5979;14;338
"2019";"3. Quartal";"08";"Pensionen";5736;14095;33;792
"2019";"3. Quartal";"08";"Jugendherbergen";9121;19967;9;1067
"2019";"3. Quartal";"08";"Campingplätze";0;0;3;0
"2019";"3. Quartal";"08";"sonstige";9013;25323;23;1207
