"Jahr";"Quartal";"Monat";"Betriebsart";"Tourismus_Ankünfte";"Tourismus_Übernachtungen";"Tourismus_Betriebe";"Tourismus_Betten"
"2005";"3. Quartal";"08";"sonstige";1626;6117;7;439
"2005";"3. Quartal";"09";"Hotels";107023;227710;68;11166
"2005";"3. Quartal";"09";"Hotels garni";16323;35602;22;1832
"2005";"3. Quartal";"09";"Gasthöfe";1954;3863;18;338
"2005";"3. Quartal";"09";"Pensionen";3311;7724;32;580
"2005";"3. Quartal";"09";"Jugendherbergen";7479;19215;7;898
"2005";"3. Quartal";"09";"sonstige";2233;6181;7;439
"2005";"4. Quartal";"10";"Hotels";97284;222936;69;11206
"2005";"4. Quartal";"10";"Hotels garni";14775;34179;22;1832
"2005";"4. Quartal";"10";"Gasthöfe";1846;3959;18;338
"2005";"4. Quartal";"10";"Pensionen";3205;7575;34;601
"2005";"4. Quartal";"10";"Jugendherbergen";6773;16684;7;898
"2005";"4. Quartal";"10";"sonstige";2010;6076;7;439
"2005";"4. Quartal";"11";"Hotels";95017;196812;69;11207
"2005";"4. Quartal";"11";"Hotels garni";12432;26981;22;1832
"2005";"4. Quartal";"11";"Gasthöfe";1438;2783;18;338
"2005";"4. Quartal";"11";"Pensionen";2665;6107;34;605
"2005";"4. Quartal";"11";"Jugendherbergen";4889;10514;7;898
"2005";"4. Quartal";"11";"sonstige";1455;4718;7;439
"2005";"4. Quartal";"12";"Hotels";108353;225402;69;11219
"2005";"4. Quartal";"12";"Hotels garni";14367;29276;22;1834
"2005";"4. Quartal";"12";"Gasthöfe";1610;3092;18;336
"2005";"4. Quartal";"12";"Pensionen";3046;6836;34;607
"2005";"4. Quartal";"12";"Jugendherbergen";5638;11327;8;978
"2005";"4. Quartal";"12";"sonstige";2290;6193;6;379
"2006";"1. Quartal";"01";"Hotels";54427;104485;68;11171
"2006";"1. Quartal";"01";"Hotels garni";6727;13538;22;1834
"2006";"1. Quartal";"01";"Gasthöfe";768;1305;18;336
"2006";"1. Quartal";"01";"Pensionen";1631;3706;32;572
"2006";"1. Quartal";"01";"Jugendherbergen";2813;5692;8;978
"2006";"1. Quartal";"01";"sonstige";1254;4151;6;379
"2006";"1. Quartal";"02";"Hotels";54321;109492;69;11207
"2006";"1. Quartal";"02";"Hotels garni";7966;14747;24;2026
"2006";"1. Quartal";"02";"Gasthöfe";806;1388;18;336
"2006";"1. Quartal";"02";"Pensionen";1675;4123;32;625
"2006";"1. Quartal";"02";"Jugendherbergen";2949;7486;8;978
"2006";"1. Quartal";"02";"sonstige";1152;3738;6;379
"2006";"1. Quartal";"03";"Hotels";90136;188307;69;11215
"2006";"1. Quartal";"03";"Hotels garni";14057;29047;24;2022
"2006";"1. Quartal";"03";"Gasthöfe";1292;2450;18;336
"2006";"1. Quartal";"03";"Pensionen";2770;6245;33;650
"2006";"1. Quartal";"03";"Jugendherbergen";5165;12655;8;978
"2006";"1. Quartal";"03";"sonstige";1711;5101;6;385
"2006";"2. Quartal";"04";"Hotels";97060;221695;70;11522
"2006";"2. Quartal";"04";"Hotels garni";15671;34916;24;2026
"2006";"2. Quartal";"04";"Gasthöfe";1551;3281;18;336
"2006";"2. Quartal";"04";"Pensionen";3338;8227;35;672
"2006";"2. Quartal";"04";"Jugendherbergen";7206;16378;8;978
"2006";"2. Quartal";"04";"sonstige";1933;6155;7;445
"2006";"2. Quartal";"05";"Hotels";118499;270990;71;12227
"2006";"2. Quartal";"05";"Hotels garni";19651;44075;24;2026
"2006";"2. Quartal";"05";"Gasthöfe";2135;4412;18;336
"2006";"2. Quartal";"05";"Pensionen";4154;10860;35;681
"2006";"2. Quartal";"05";"Jugendherbergen";8198;20481;8;978
"2006";"2. Quartal";"05";"sonstige";2548;8034;7;445
"2006";"2. Quartal";"06";"Hotels";114751;255197;71;12231
"2006";"2. Quartal";"06";"Hotels garni";18393;40312;24;2024
"2006";"2. Quartal";"06";"Gasthöfe";2196;4362;18;336
"2006";"2. Quartal";"06";"Pensionen";4115;10940;35;688
"2006";"2. Quartal";"06";"Jugendherbergen";8790;20347;8;981
"2006";"2. Quartal";"06";"sonstige";2586;8116;7;445
"2006";"3. Quartal";"07";"Hotels";121902;269130;71;12169
"2006";"3. Quartal";"07";"Hotels garni";19004;39483;24;2026
"2006";"3. Quartal";"07";"Gasthöfe";2243;4254;18;332
"2006";"3. Quartal";"07";"Pensionen";4029;9910;33;665
"2006";"3. Quartal";"07";"Jugendherbergen";9657;22709;8;999
"2006";"3. Quartal";"07";"sonstige";2756;7981;7;445
"2006";"3. Quartal";"08";"Hotels";124941;280295;71;12358
"2006";"3. Quartal";"08";"Hotels garni";19005;39381;23;2008
"2006";"3. Quartal";"08";"Gasthöfe";2410;4803;18;332
"2006";"3. Quartal";"08";"Pensionen";4082;10272;33;668
"2006";"3. Quartal";"08";"Jugendherbergen";8765;20899;8;999
"2006";"3. Quartal";"08";"sonstige";2539;8332;7;445
"2006";"3. Quartal";"09";"Hotels";127326;280839;71;12361
"2006";"3. Quartal";"09";"Hotels garni";20415;44260;23;2010
"2006";"3. Quartal";"09";"Gasthöfe";2570;5265;18;341
"2006";"3. Quartal";"09";"Pensionen";4688;11393;33;667
"2006";"3. Quartal";"09";"Jugendherbergen";8375;20634;8;999
"2006";"3. Quartal";"09";"sonstige";2877;8426;7;445
"2006";"4. Quartal";"10";"Hotels";118419;279217;73;12413
"2006";"4. Quartal";"10";"Hotels garni";19097;40267;24;2028
"2006";"4. Quartal";"10";"Gasthöfe";2317;4903;18;341
"2006";"4. Quartal";"10";"Pensionen";4401;11275;35;695
"2006";"4. Quartal";"10";"Jugendherbergen";8986;21505;8;999
"2006";"4. Quartal";"10";"sonstige";2586;7894;7;445
"2006";"4. Quartal";"11";"Hotels";96223;187610;73;12346
"2006";"4. Quartal";"11";"Hotels garni";14765;28991;24;2028
"2006";"4. Quartal";"11";"Gasthöfe";1449;2512;17;331
"2006";"4. Quartal";"11";"Pensionen";3013;6916;35;695
"2006";"4. Quartal";"11";"Jugendherbergen";4731;9467;7;909
"2006";"4. Quartal";"11";"sonstige";1583;5014;7;445
"2006";"4. Quartal";"12";"Hotels";109099;229837;73;12162
"2006";"4. Quartal";"12";"Hotels garni";16267;31890;24;2028
"2006";"4. Quartal";"12";"Gasthöfe";1837;3233;17;331
"2006";"4. Quartal";"12";"Pensionen";3818;8971;35;694
"2006";"4. Quartal";"12";"Jugendherbergen";6103;12142;6;850
"2006";"4. Quartal";"12";"sonstige";2129;6549;7;445
"2007";"1. Quartal";"01";"Hotels";55715;107970;72;12128
"2007";"1. Quartal";"01";"Hotels garni";8028;15499;24;2026
"2007";"1. Quartal";"01";"Gasthöfe";907;1597;18;341
"2007";"1. Quartal";"01";"Pensionen";1979;4824;34;656
"2007";"1. Quartal";"01";"Jugendherbergen";3328;6668;7;940
"2007";"1. Quartal";"01";"sonstige";1094;3535;7;445
"2007";"1. Quartal";"02";"Hotels";60236;119717;72;12158
"2007";"1. Quartal";"02";"Hotels garni";8423;16168;24;2026
"2007";"1. Quartal";"02";"Gasthöfe";801;1580;18;341
"2007";"1. Quartal";"02";"Pensionen";2036;5193;34;644
"2007";"1. Quartal";"02";"Jugendherbergen";3300;7305;7;940
"2007";"1. Quartal";"02";"sonstige";991;3310;7;445
"2007";"1. Quartal";"03";"Hotels";89287;187161;72;12332
"2007";"1. Quartal";"03";"Hotels garni";11752;26729;24;2026
"2007";"1. Quartal";"03";"Gasthöfe";1332;2396;18;341
"2007";"1. Quartal";"03";"Pensionen";2904;6969;34;644
"2007";"1. Quartal";"03";"Jugendherbergen";6265;14253;8;999
"2007";"1. Quartal";"03";"sonstige";1506;4724;7;445
"2007";"2. Quartal";"04";"Hotels";98868;230458;72;12372
"2007";"2. Quartal";"04";"Hotels garni";14712;34988;24;2024
"2007";"2. Quartal";"04";"Gasthöfe";1776;3725;18;341
"2007";"2. Quartal";"04";"Pensionen";3527;9291;34;662
"2007";"2. Quartal";"04";"Jugendherbergen";8222;19115;8;999
"2007";"2. Quartal";"04";"sonstige";1791;5924;7;445
"2007";"2. Quartal";"05";"Hotels";109499;246046;72;12377
"2007";"2. Quartal";"05";"Hotels garni";17228;39947;24;2024
"2007";"2. Quartal";"05";"Gasthöfe";2116;4676;18;341
"2007";"2. Quartal";"05";"Pensionen";4460;11768;35;690
"2007";"2. Quartal";"05";"Jugendherbergen";9241;20748;8;999
"2007";"2. Quartal";"05";"sonstige";2556;7743;7;473
"2007";"2. Quartal";"06";"Hotels";108898;250312;72;12389
"2007";"2. Quartal";"06";"Hotels garni";16510;38774;23;1960
"2007";"2. Quartal";"06";"Gasthöfe";2161;4758;18;341
"2007";"2. Quartal";"06";"Pensionen";4448;11386;35;702
"2007";"2. Quartal";"06";"Jugendherbergen";9891;20839;9;1063
"2007";"2. Quartal";"06";"sonstige";2548;7605;7;485
"2007";"3. Quartal";"07";"Hotels";111505;242908;72;12368
"2007";"3. Quartal";"07";"Hotels garni";15397;34014;23;1963
"2007";"3. Quartal";"07";"Gasthöfe";2294;4909;18;341
"2007";"3. Quartal";"07";"Pensionen";4126;10292;35;706
"2007";"3. Quartal";"07";"Jugendherbergen";11362;23922;9;1063
"2007";"3. Quartal";"07";"sonstige";2369;7371;7;485
"2007";"3. Quartal";"08";"Hotels";116038;261970;72;12417
"2007";"3. Quartal";"08";"Hotels garni";16247;36948;23;1964
"2007";"3. Quartal";"08";"Gasthöfe";2190;4582;18;341
"2007";"3. Quartal";"08";"Pensionen";4431;10796;35;709
"2007";"3. Quartal";"08";"Jugendherbergen";9424;20770;9;1063
"2007";"3. Quartal";"08";"sonstige";2477;8200;7;483
"2007";"3. Quartal";"09";"Hotels";118042;264340;72;12396
"2007";"3. Quartal";"09";"Hotels garni";18086;41880;23;1969
"2007";"3. Quartal";"09";"Gasthöfe";2201;4900;18;341
"2007";"3. Quartal";"09";"Pensionen";4653;11510;35;732
"2007";"3. Quartal";"09";"Jugendherbergen";9252;22055;9;1063
"2007";"3. Quartal";"09";"sonstige";2589;7617;7;473
"2007";"4. Quartal";"10";"Hotels";105506;238612;72;12356
"2007";"4. Quartal";"10";"Hotels garni";15600;37405;23;1969
"2007";"4. Quartal";"10";"Gasthöfe";2180;4512;18;341
"2007";"4. Quartal";"10";"Pensionen";4226;10590;35;729
"2007";"4. Quartal";"10";"Jugendherbergen";7980;19890;9;1063
"2007";"4. Quartal";"10";"sonstige";2250;6720;7;485
"2007";"4. Quartal";"11";"Hotels";84093;160750;72;12352
"2007";"4. Quartal";"11";"Hotels garni";11341;23919;23;1969
"2007";"4. Quartal";"11";"Gasthöfe";1402;2723;17;331
"2007";"4. Quartal";"11";"Pensionen";2678;6147;35;729
"2007";"4. Quartal";"11";"Jugendherbergen";2655;11139;9;1063
"2007";"4. Quartal";"11";"sonstige";1660;4689;6;425
"2007";"4. Quartal";"12";"Hotels";99713;211542;71;12302
"2007";"4. Quartal";"12";"Hotels garni";13759;29984;23;1969
"2007";"4. Quartal";"12";"Gasthöfe";1622;3107;17;328
"2007";"4. Quartal";"12";"Pensionen";3527;8070;34;718
"2007";"4. Quartal";"12";"Jugendherbergen";6189;11672;9;1063
"2007";"4. Quartal";"12";"sonstige";2241;6591;6;427
"2008";"1. Quartal";"01";"Hotels";49790;98030;74;13152
"2008";"1. Quartal";"01";"Hotels garni";6068;13335;21;1844
"2008";"1. Quartal";"01";"Gasthöfe";917;1737;16;307
"2008";"1. Quartal";"01";"Pensionen";1938;4072;33;706
"2008";"1. Quartal";"01";"Jugendherbergen";3080;6362;11;1196
"2008";"1. Quartal";"01";"sonstige";1269;4103;6;427
"2008";"1. Quartal";"02";"Hotels";64083;124041;75;13188
"2008";"1. Quartal";"02";"Hotels garni";6872;15080;21;1844
"2008";"1. Quartal";"02";"Gasthöfe";1035;1706;16;305
"2008";"1. Quartal";"02";"Pensionen";2129;4806;33;694
"2008";"1. Quartal";"02";"Jugendherbergen";3668;8115;11;1196
"2008";"1. Quartal";"02";"sonstige";1467;4500;6;427
"2008";"1. Quartal";"03";"Hotels";84284;185241;75;13196
"2008";"1. Quartal";"03";"Hotels garni";10643;23612;22;1936
"2008";"1. Quartal";"03";"Gasthöfe";1466;2646;18;340
"2008";"1. Quartal";"03";"Pensionen";3066;7269;34;707
"2008";"1. Quartal";"03";"Jugendherbergen";7253;16416;10;1163
"2008";"1. Quartal";"03";"sonstige";1932;6490;7;485
"2008";"2. Quartal";"04";"Hotels";94371;194397;75;13171
"2008";"2. Quartal";"04";"Hotels garni";11489;25920;22;1936
"2008";"2. Quartal";"04";"Gasthöfe";1660;2855;18;340
"2008";"2. Quartal";"04";"Pensionen";3415;7978;34;709
"2008";"2. Quartal";"04";"Jugendherbergen";7575;16575;10;1163
"2008";"2. Quartal";"04";"sonstige";1850;6043;7;485
"2008";"2. Quartal";"05";"Hotels";117998;259309;75;13169
"2008";"2. Quartal";"05";"Hotels garni";15909;37229;22;1941
"2008";"2. Quartal";"05";"Gasthöfe";2449;4761;18;340
"2008";"2. Quartal";"05";"Pensionen";4895;12238;36;740
"2008";"2. Quartal";"05";"Jugendherbergen";10588;22954;10;1164
"2008";"2. Quartal";"05";"sonstige";2905;9039;7;487
"2008";"2. Quartal";"06";"Hotels";102934;215274;75;13173
"2008";"2. Quartal";"06";"Hotels garni";13136;29861;22;1941
"2008";"2. Quartal";"06";"Gasthöfe";2032;3826;18;340
"2008";"2. Quartal";"06";"Pensionen";3852;9636;36;743
"2008";"2. Quartal";"06";"Jugendherbergen";8818;20873;10;1164
"2008";"2. Quartal";"06";"sonstige";3418;10257;7;577
"2008";"3. Quartal";"07";"Hotels";109221;233198;76;13497
"2008";"3. Quartal";"07";"Hotels garni";14134;31399;22;1941
"2008";"3. Quartal";"07";"Gasthöfe";2282;4354;18;340
"2008";"3. Quartal";"07";"Pensionen";4150;10494;36;743
"2008";"3. Quartal";"07";"Jugendherbergen";9560;21437;10;1164
"2008";"3. Quartal";"07";"sonstige";3651;10630;8;587
"2008";"3. Quartal";"08";"Hotels";120922;256748;77;13530
"2008";"3. Quartal";"08";"Hotels garni";14945;34705;22;1943
"2008";"3. Quartal";"08";"Gasthöfe";2220;4157;18;340
"2008";"3. Quartal";"08";"Pensionen";4376;10594;36;743
"2008";"3. Quartal";"08";"Jugendherbergen";8205;19667;9;1064
"2008";"3. Quartal";"08";"sonstige";3815;10411;8;587
"2008";"3. Quartal";"09";"Hotels";117788;253459;77;13534
"2008";"3. Quartal";"09";"Hotels garni";16298;38651;22;1943
"2008";"3. Quartal";"09";"Gasthöfe";2136;4179;18;340
"2008";"3. Quartal";"09";"Pensionen";4033;10210;36;741
"2008";"3. Quartal";"09";"Jugendherbergen";8987;20736;9;1064
"2008";"3. Quartal";"09";"sonstige";3232;10027;8;587
"2008";"4. Quartal";"10";"Hotels";109865;240530;76;13510
"2008";"4. Quartal";"10";"Hotels garni";15441;35194;22;1943
"2008";"4. Quartal";"10";"Gasthöfe";2007;4031;17;314
"2008";"4. Quartal";"10";"Pensionen";4326;10312;35;725
"2008";"4. Quartal";"10";"Jugendherbergen";8076;20541;9;1064
"2008";"4. Quartal";"10";"sonstige";3351;10372;8;596
"2008";"4. Quartal";"11";"Hotels";88253;191853;76;13510
"2008";"4. Quartal";"11";"Hotels garni";10600;23014;22;1943
"2008";"4. Quartal";"11";"Gasthöfe";1244;2096;16;302
"2008";"4. Quartal";"11";"Pensionen";2840;6521;35;724
"2008";"4. Quartal";"11";"Jugendherbergen";6406;13640;9;1064
"2008";"4. Quartal";"11";"sonstige";2739;8042;7;536
"2008";"4. Quartal";"12";"Hotels";107878;219357;76;13510
"2008";"4. Quartal";"12";"Hotels garni";13553;28204;22;1945
"2008";"4. Quartal";"12";"Gasthöfe";1575;2721;16;304
"2008";"4. Quartal";"12";"Pensionen";3530;8085;35;726
"2008";"4. Quartal";"12";"Jugendherbergen";5385;11338;9;1064
"2008";"4. Quartal";"12";"sonstige";3693;10189;7;536
"2009";"1. Quartal";"01";"Hotels";54743;108979;79;13947
"2009";"1. Quartal";"01";"Hotels garni";5369;11342;21;1919
"2009";"1. Quartal";"01";"Gasthöfe";1000;3125;17;373
"2009";"1. Quartal";"01";"Pensionen";2020;4723;35;726
"2009";"1. Quartal";"01";"Jugendherbergen";2778;5740;8;969
"2009";"1. Quartal";"01";"sonstige";384;1046;5;118
"2009";"1. Quartal";"02";"Hotels";59530;127721;79;13945
"2009";"1. Quartal";"02";"Hotels garni";6458;13250;22;1945
"2009";"1. Quartal";"02";"Gasthöfe";984;1549;16;302
"2009";"1. Quartal";"02";"Pensionen";2318;5448;35;727
"2009";"1. Quartal";"02";"Jugendherbergen";2857;6248;8;969
"2009";"1. Quartal";"02";"sonstige";510;2609;6;189
"2009";"1. Quartal";"03";"Hotels";79941;169450;79;13945
"2009";"1. Quartal";"03";"Hotels garni";10038;22346;22;1945
"2009";"1. Quartal";"03";"Gasthöfe";1310;2351;17;312
"2009";"1. Quartal";"03";"Pensionen";2991;6936;36;738
"2009";"1. Quartal";"03";"Jugendherbergen";5233;12557;8;969
"2009";"1. Quartal";"03";"sonstige";661;2962;7;249
"2009";"2. Quartal";"04";"Hotels";96150;203821;79;13947
"2009";"2. Quartal";"04";"Hotels garni";12703;28720;22;1945
"2009";"2. Quartal";"04";"Gasthöfe";1838;3366;16;302
"2009";"2. Quartal";"04";"Pensionen";3825;9461;37;763
"2009";"2. Quartal";"04";"Jugendherbergen";6852;16104;8;969
"2009";"2. Quartal";"04";"sonstige";953;3519;7;249
"2009";"2. Quartal";"05";"Hotels";114999;259119;79;13949
"2009";"2. Quartal";"05";"Hotels garni";15853;36699;22;1945
"2009";"2. Quartal";"05";"Gasthöfe";2240;4596;17;312
"2009";"2. Quartal";"05";"Pensionen";4542;11026;37;763
"2009";"2. Quartal";"05";"Jugendherbergen";7736;19194;8;969
"2009";"2. Quartal";"05";"sonstige";1270;3696;7;249
"2009";"2. Quartal";"06";"Hotels";109354;237862;79;13951
"2009";"2. Quartal";"06";"Hotels garni";14667;33475;22;1945
"2009";"2. Quartal";"06";"Gasthöfe";2233;4194;16;302
"2009";"2. Quartal";"06";"Pensionen";4145;10778;37;771
"2009";"2. Quartal";"06";"Jugendherbergen";6956;17680;8;969
"2009";"2. Quartal";"06";"sonstige";1058;3310;7;247
"2009";"3. Quartal";"07";"Hotels";108887;230551;79;13951
"2009";"3. Quartal";"07";"Hotels garni";14633;32945;22;1945
"2009";"3. Quartal";"07";"Gasthöfe";2248;3981;15;289
"2009";"3. Quartal";"07";"Pensionen";4280;10858;38;783
"2009";"3. Quartal";"07";"Jugendherbergen";7944;17915;8;969
"2009";"3. Quartal";"07";"sonstige";780;3340;7;247
"2009";"3. Quartal";"08";"Hotels";127517;284678;81;14903
"2009";"3. Quartal";"08";"Hotels garni";18268;41844;24;2076
"2009";"3. Quartal";"08";"Gasthöfe";2375;4265;15;289
"2009";"3. Quartal";"08";"Pensionen";5049;12688;42;841
"2009";"3. Quartal";"08";"Jugendherbergen";7230;15746;8;969
"2009";"3. Quartal";"08";"sonstige";1060;2808;9;245
"2009";"3. Quartal";"09";"Hotels";122203;273389;83;14473
"2009";"3. Quartal";"09";"Hotels garni";17542;41124;24;2076
"2009";"3. Quartal";"09";"Gasthöfe";2260;4271;15;289
"2009";"3. Quartal";"09";"Pensionen";4566;12237;40;820
"2009";"3. Quartal";"09";"Jugendherbergen";7760;19882;8;969
"2009";"3. Quartal";"09";"sonstige";833;2431;9;222
"2009";"4. Quartal";"10";"Hotels";122063;267506;83;14473
"2009";"4. Quartal";"10";"Hotels garni";18686;40954;24;2126
"2009";"4. Quartal";"10";"Gasthöfe";2279;4209;15;291
"2009";"4. Quartal";"10";"Pensionen";4589;11746;41;834
"2009";"4. Quartal";"10";"Jugendherbergen";7679;18208;8;968
"2009";"4. Quartal";"10";"sonstige";1009;3349;9;220
"2009";"4. Quartal";"11";"Hotels";94903;183048;82;14433
"2009";"4. Quartal";"11";"Hotels garni";13054;27171;24;2126
"2009";"4. Quartal";"11";"Gasthöfe";1484;2545;14;281
"2009";"4. Quartal";"11";"Pensionen";3325;7613;40;824
"2009";"4. Quartal";"11";"Jugendherbergen";4921;9680;8;968
"2009";"4. Quartal";"11";"sonstige";459;1395;8;160
"2009";"4. Quartal";"12";"Hotels";125312;251897;82;14433
"2009";"4. Quartal";"12";"Hotels garni";15547;31746;25;2136
"2009";"4. Quartal";"12";"Gasthöfe";1403;2705;14;281
"2009";"4. Quartal";"12";"Pensionen";4205;9697;40;818
"2009";"4. Quartal";"12";"Jugendherbergen";5689;11340;8;968
"2009";"4. Quartal";"12";"sonstige";612;1929;8;160
"2010";"1. Quartal";"01";"Hotels";53899;107438;80;14393
"2010";"1. Quartal";"01";"Hotels garni";6731;14343;25;2136
"2010";"1. Quartal";"01";"Gasthöfe";714;1045;12;242
"2010";"1. Quartal";"01";"Pensionen";1932;4634;38;787
"2010";"1. Quartal";"01";"Jugendherbergen";2491;5274;8;968
"2010";"1. Quartal";"01";"sonstige";415;1443;8;160
"2010";"1. Quartal";"02";"Hotels";62284;120700;80;14406
"2010";"1. Quartal";"02";"Hotels garni";7823;15725;25;2134
"2010";"1. Quartal";"02";"Gasthöfe";1064;1613;12;242
"2010";"1. Quartal";"02";"Pensionen";2202;5319;39;794
"2010";"1. Quartal";"02";"Jugendherbergen";2950;6328;8;968
"2010";"1. Quartal";"02";"sonstige";475;1735;8;160
"2010";"1. Quartal";"03";"Hotels";93209;188236;80;14410
"2010";"1. Quartal";"03";"Hotels garni";12257;27514;25;2134
"2010";"1. Quartal";"03";"Gasthöfe";1232;2100;14;275
"2010";"1. Quartal";"03";"Pensionen";3186;7847;38;770
"2010";"1. Quartal";"03";"Jugendherbergen";5818;13486;9;1016
"2010";"1. Quartal";"03";"sonstige";461;1405;8;160
"2010";"2. Quartal";"04";"Hotels";104844;217900;81;14476
"2010";"2. Quartal";"04";"Hotels garni";15612;34408;26;2154
"2010";"2. Quartal";"04";"Gasthöfe";1800;3240;14;273
"2010";"2. Quartal";"04";"Pensionen";3822;9471;39;794
"2010";"2. Quartal";"04";"Jugendherbergen";7563;17017;9;1164
"2010";"2. Quartal";"04";"sonstige";746;2125;8;208
"2010";"2. Quartal";"05";"Hotels";128178;281086;80;14188
"2010";"2. Quartal";"05";"Hotels garni";19923;45125;27;2287
"2010";"2. Quartal";"05";"Gasthöfe";2066;4051;15;286
"2010";"2. Quartal";"05";"Pensionen";4523;11873;39;794
"2010";"2. Quartal";"05";"Jugendherbergen";9144;20687;9;1171
"2010";"2. Quartal";"05";"sonstige";1196;2778;8;208
"2010";"2. Quartal";"06";"Hotels";129123;270549;80;14209
"2010";"2. Quartal";"06";"Hotels garni";18840;41663;27;2287
"2010";"2. Quartal";"06";"Gasthöfe";1857;4078;16;300
"2010";"2. Quartal";"06";"Pensionen";4352;11321;38;780
"2010";"2. Quartal";"06";"Jugendherbergen";8864;19472;9;1171
"2010";"2. Quartal";"06";"sonstige";1401;2706;8;208
"2010";"3. Quartal";"07";"Hotels";124082;260778;81;14309
"2010";"3. Quartal";"07";"Hotels garni";17702;38267;27;2288
"2010";"3. Quartal";"07";"Gasthöfe";1945;4079;16;300
"2010";"3. Quartal";"07";"Pensionen";3839;9819;38;781
"2010";"3. Quartal";"07";"Jugendherbergen";8343;19430;9;1171
"2010";"3. Quartal";"07";"sonstige";805;2288;8;204
"2010";"3. Quartal";"08";"Hotels";140175;296093;80;14198
"2010";"3. Quartal";"08";"Hotels garni";20358;45630;27;2288
"2010";"3. Quartal";"08";"Gasthöfe";2109;4585;16;301
"2010";"3. Quartal";"08";"Pensionen";4367;11276;37;763
"2010";"3. Quartal";"08";"Jugendherbergen";8939;20853;9;1016
"2010";"3. Quartal";"08";"sonstige";991;2370;8;204
"2010";"3. Quartal";"09";"Hotels";132206;280944;80;14191
"2010";"3. Quartal";"09";"Hotels garni";18899;42311;27;2287
"2010";"3. Quartal";"09";"Gasthöfe";1938;4030;16;301
"2010";"3. Quartal";"09";"Pensionen";4057;10900;37;764
"2010";"3. Quartal";"09";"Jugendherbergen";8352;20390;9;1016
"2010";"3. Quartal";"09";"sonstige";885;2494;8;204
"2010";"4. Quartal";"10";"Hotels";131018;277634;82;14668
"2010";"4. Quartal";"10";"Hotels garni";21358;47840;30;2557
"2010";"4. Quartal";"10";"Gasthöfe";2260;4214;17;311
"2010";"4. Quartal";"10";"Pensionen";4780;12109;41;827
"2010";"4. Quartal";"10";"Jugendherbergen";8417;20286;9;1016
"2010";"4. Quartal";"10";"sonstige";846;2272;8;204
"2010";"4. Quartal";"11";"Hotels";104330;198827;82;14664
"2010";"4. Quartal";"11";"Hotels garni";15312;31004;30;2557
"2010";"4. Quartal";"11";"Gasthöfe";1575;2825;16;299
"2010";"4. Quartal";"11";"Pensionen";3649;8439;41;827
"2010";"4. Quartal";"11";"Jugendherbergen";4697;9376;9;1109
"2010";"4. Quartal";"11";"sonstige";680;1594;7;144
"2010";"4. Quartal";"12";"Hotels";127779;254554;82;14681
"2010";"4. Quartal";"12";"Hotels garni";18735;37560;30;2557
"2010";"4. Quartal";"12";"Gasthöfe";1707;3348;16;299
"2010";"4. Quartal";"12";"Pensionen";4091;9598;41;827
"2010";"4. Quartal";"12";"Jugendherbergen";5876;12385;9;1118
"2010";"4. Quartal";"12";"sonstige";743;1751;7;144
"2011";"1. Quartal";"01";"Hotels";58178;114017;78;13539
"2011";"1. Quartal";"01";"Hotels garni";8949;18683;29;2548
"2011";"1. Quartal";"01";"Gasthöfe";1007;1782;16;301
"2011";"1. Quartal";"01";"Pensionen";2414;6055;38;799
"2011";"1. Quartal";"01";"Jugendherbergen";2340;4632;9;1130
"2011";"1. Quartal";"01";"sonstige";458;1487;7;144
"2011";"1. Quartal";"02";"Hotels";65320;127126;79;13992
"2011";"1. Quartal";"02";"Hotels garni";10609;21748;30;2551
"2011";"1. Quartal";"02";"Gasthöfe";884;1628;16;299
"2011";"1. Quartal";"02";"Pensionen";2498;6097;38;797
"2011";"1. Quartal";"02";"Jugendherbergen";3265;7491;9;1128
"2011";"1. Quartal";"02";"sonstige";463;1375;7;140
"2011";"1. Quartal";"03";"Hotels";102558;213073;82;14740
"2011";"1. Quartal";"03";"Hotels garni";16193;37063;30;2548
"2011";"1. Quartal";"03";"Gasthöfe";1193;2453;16;299
"2011";"1. Quartal";"03";"Pensionen";3426;8738;39;799
"2011";"1. Quartal";"03";"Jugendherbergen";5242;12985;9;1130
"2011";"1. Quartal";"03";"sonstige";623;1752;7;141
"2011";"2. Quartal";"04";"Hotels";116585;259180;83;14985
"2011";"2. Quartal";"04";"Hotels garni";19927;43696;30;2561
"2011";"2. Quartal";"04";"Gasthöfe";1622;3504;17;310
"2011";"2. Quartal";"04";"Pensionen";4013;10162;41;830
"2011";"2. Quartal";"04";"Jugendherbergen";7785;18132;9;1130
"2011";"2. Quartal";"04";"sonstige";1296;3263;7;193
"2011";"2. Quartal";"05";"Hotels";133507;283174;83;14974
"2011";"2. Quartal";"05";"Hotels garni";21751;48186;30;2563
"2011";"2. Quartal";"05";"Gasthöfe";1557;3032;17;310
"2011";"2. Quartal";"05";"Pensionen";4618;11352;40;799
"2011";"2. Quartal";"05";"Jugendherbergen";8641;18885;9;1130
"2011";"2. Quartal";"05";"sonstige";1582;3496;7;193
"2011";"2. Quartal";"06";"Hotels";131580;295527;83;15035
"2011";"2. Quartal";"06";"Hotels garni";22625;50257;31;2596
"2011";"2. Quartal";"06";"Gasthöfe";1860;4407;17;311
"2011";"2. Quartal";"06";"Pensionen";4662;12050;40;812
"2011";"2. Quartal";"06";"Jugendherbergen";9624;23551;9;1028
"2011";"2. Quartal";"06";"sonstige";1301;3611;9;224
