"Jahr";"Stadtraum";"Eigentümer des Gebäudes";"Anteil in %"
"2002";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Eigennutzung";14
"2002";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Eigentümer Wohnungsgenossenschaft";14
"2002";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Eigentümer Stadt";11
"2002";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Eigentümer privat";61
"2002";"16 Gorbitz";"Eigennutzung";6
"2002";"16 Gorbitz";"Eigentümer Wohnungsgenossenschaft";44
"2002";"16 Gorbitz";"Eigentümer Stadt";38
"2002";"16 Gorbitz";"Eigentümer privat";11
"2002";"17 Briesnitz und westliche OS";"Eigennutzung";35
"2002";"17 Briesnitz und westliche OS";"Eigentümer Wohnungsgenossenschaft";8
"2002";"17 Briesnitz und westliche OS";"Eigentümer Stadt";4
"2002";"17 Briesnitz und westliche OS";"Eigentümer privat";53
"2002";"18 Dresden gesamt";"Eigennutzung";14
"2002";"18 Dresden gesamt";"Eigentümer Wohnungsgenossenschaft";25
"2002";"18 Dresden gesamt";"Eigentümer Stadt";19
"2002";"18 Dresden gesamt";"Eigentümer privat";42
"2005";"01 StB Altstadt ohne Johannstadt";"Eigennutzung";0
"2005";"01 StB Altstadt ohne Johannstadt";"Eigentümer Wohnungsgenossenschaft";45
"2005";"01 StB Altstadt ohne Johannstadt";"Eigentümer Stadt";40
"2005";"01 StB Altstadt ohne Johannstadt";"Eigentümer privat";15
"2005";"02 Johannstadt";"Eigennutzung";1
"2005";"02 Johannstadt";"Eigentümer Wohnungsgenossenschaft";47
"2005";"02 Johannstadt";"Eigentümer Stadt";33
"2005";"02 Johannstadt";"Eigentümer privat";19
"2005";"03 StB Neustadt ohne Leipziger Vorstadt";"Eigennutzung";7
"2005";"03 StB Neustadt ohne Leipziger Vorstadt";"Eigentümer Wohnungsgenossenschaft";8
"2005";"03 StB Neustadt ohne Leipziger Vorstadt";"Eigentümer Stadt";21
"2005";"03 StB Neustadt ohne Leipziger Vorstadt";"Eigentümer privat";64
"2005";"04 Leipziger Vorstadt, Pieschen";"Eigennutzung";6
"2005";"04 Leipziger Vorstadt, Pieschen";"Eigentümer Wohnungsgenossenschaft";18
"2005";"04 Leipziger Vorstadt, Pieschen";"Eigentümer Stadt";7
"2005";"04 Leipziger Vorstadt, Pieschen";"Eigentümer privat";70
"2005";"05 Mickten, Kaditz, Trachau";"Eigennutzung";10
"2005";"05 Mickten, Kaditz, Trachau";"Eigentümer Wohnungsgenossenschaft";34
"2005";"05 Mickten, Kaditz, Trachau";"Eigentümer Stadt";6
"2005";"05 Mickten, Kaditz, Trachau";"Eigentümer privat";50
"2005";"06 StB Klotzsche und nördliche OS";"Eigennutzung";40
"2005";"06 StB Klotzsche und nördliche OS";"Eigentümer Wohnungsgenossenschaft";18
"2005";"06 StB Klotzsche und nördliche OS";"Eigentümer Stadt";5
"2005";"06 StB Klotzsche und nördliche OS";"Eigentümer privat";38
"2005";"07 StB Loschwitz und OS Schönfeld-Weißig";"Eigennutzung";45
"2005";"07 StB Loschwitz und OS Schönfeld-Weißig";"Eigentümer Wohnungsgenossenschaft";3
"2005";"07 StB Loschwitz und OS Schönfeld-Weißig";"Eigentümer Stadt";1
"2005";"07 StB Loschwitz und OS Schönfeld-Weißig";"Eigentümer privat";51
"2005";"08 Blasewitz, Striesen";"Eigennutzung";6
"2005";"08 Blasewitz, Striesen";"Eigentümer Wohnungsgenossenschaft";20
"2005";"08 Blasewitz, Striesen";"Eigentümer Stadt";13
"2005";"08 Blasewitz, Striesen";"Eigentümer privat";61
"2005";"09 Tolkewitz, Seidnitz, Gruna";"Eigennutzung";5
"2005";"09 Tolkewitz, Seidnitz, Gruna";"Eigentümer Wohnungsgenossenschaft";40
"2005";"09 Tolkewitz, Seidnitz, Gruna";"Eigentümer Stadt";14
"2005";"09 Tolkewitz, Seidnitz, Gruna";"Eigentümer privat";42
"2005";"10 StB Leuben";"Eigennutzung";17
"2005";"10 StB Leuben";"Eigentümer Wohnungsgenossenschaft";31
"2005";"10 StB Leuben";"Eigentümer Stadt";15
"2005";"10 StB Leuben";"Eigentümer privat";38
"2005";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Eigennutzung";7
"2005";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Eigentümer Wohnungsgenossenschaft";28
"2005";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Eigentümer Stadt";35
"2005";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Eigentümer privat";29
"2005";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"Eigennutzung";32
"2005";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"Eigentümer Wohnungsgenossenschaft";17
"2005";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"Eigentümer Stadt";8
"2005";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"Eigentümer privat";44
"2005";"13 Südvorstadt, Zschertnitz";"Eigennutzung";13
"2005";"13 Südvorstadt, Zschertnitz";"Eigentümer Wohnungsgenossenschaft";30
"2005";"13 Südvorstadt, Zschertnitz";"Eigentümer Stadt";35
"2005";"13 Südvorstadt, Zschertnitz";"Eigentümer privat";22
"2005";"14 Mockritz, Coschütz, Plauen";"Eigennutzung";21
"2005";"14 Mockritz, Coschütz, Plauen";"Eigentümer Wohnungsgenossenschaft";19
"2005";"14 Mockritz, Coschütz, Plauen";"Eigentümer Stadt";10
"2005";"14 Mockritz, Coschütz, Plauen";"Eigentümer privat";50
"2005";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Eigennutzung";10
"2005";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Eigentümer Wohnungsgenossenschaft";15
"2005";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Eigentümer Stadt";3
"2005";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Eigentümer privat";71
"2005";"16 Gorbitz";"Eigennutzung";5
"2005";"16 Gorbitz";"Eigentümer Wohnungsgenossenschaft";49
"2005";"16 Gorbitz";"Eigentümer Stadt";35
"2005";"16 Gorbitz";"Eigentümer privat";10
"2005";"17 Briesnitz und westliche OS";"Eigennutzung";40
"2005";"17 Briesnitz und westliche OS";"Eigentümer Wohnungsgenossenschaft";6
"2005";"17 Briesnitz und westliche OS";"Eigentümer Stadt";2
"2005";"17 Briesnitz und westliche OS";"Eigentümer privat";53
"2005";"18 Dresden gesamt";"Eigennutzung";15
"2005";"18 Dresden gesamt";"Eigentümer Wohnungsgenossenschaft";26
"2005";"18 Dresden gesamt";"Eigentümer Stadt";17
"2005";"18 Dresden gesamt";"Eigentümer privat";43
"2007";"01 StB Altstadt ohne Johannstadt";"Eigennutzung";2
"2007";"01 StB Altstadt ohne Johannstadt";"Eigentümer Wohnungsgenossenschaft";36
"2007";"01 StB Altstadt ohne Johannstadt";"Eigentümer Stadt";39
"2007";"01 StB Altstadt ohne Johannstadt";"Eigentümer privat";23
"2007";"02 Johannstadt";"Eigennutzung";1
"2007";"02 Johannstadt";"Eigentümer Wohnungsgenossenschaft";47
"2007";"02 Johannstadt";"Eigentümer Stadt";30
"2007";"02 Johannstadt";"Eigentümer privat";22
"2007";"03 StB Neustadt ohne Leipziger Vorstadt";"Eigennutzung";6
"2007";"03 StB Neustadt ohne Leipziger Vorstadt";"Eigentümer Wohnungsgenossenschaft";6
"2007";"03 StB Neustadt ohne Leipziger Vorstadt";"Eigentümer Stadt";13
"2007";"03 StB Neustadt ohne Leipziger Vorstadt";"Eigentümer privat";76
"2007";"04 Leipziger Vorstadt, Pieschen";"Eigennutzung";7
"2007";"04 Leipziger Vorstadt, Pieschen";"Eigentümer Wohnungsgenossenschaft";12
"2007";"04 Leipziger Vorstadt, Pieschen";"Eigentümer Stadt";5
"2007";"04 Leipziger Vorstadt, Pieschen";"Eigentümer privat";76
"2007";"05 Mickten, Kaditz, Trachau";"Eigennutzung";13
"2007";"05 Mickten, Kaditz, Trachau";"Eigentümer Wohnungsgenossenschaft";27
"2007";"05 Mickten, Kaditz, Trachau";"Eigentümer Stadt";3
"2007";"05 Mickten, Kaditz, Trachau";"Eigentümer privat";57
"2007";"06 StB Klotzsche und nördliche OS";"Eigennutzung";45
"2007";"06 StB Klotzsche und nördliche OS";"Eigentümer Wohnungsgenossenschaft";14
"2007";"06 StB Klotzsche und nördliche OS";"Eigentümer Stadt";3
"2007";"06 StB Klotzsche und nördliche OS";"Eigentümer privat";38
"2007";"07 StB Loschwitz und OS Schönfeld-Weißig";"Eigennutzung";43
"2007";"07 StB Loschwitz und OS Schönfeld-Weißig";"Eigentümer Wohnungsgenossenschaft";2
"2007";"07 StB Loschwitz und OS Schönfeld-Weißig";"Eigentümer Stadt";1
"2007";"07 StB Loschwitz und OS Schönfeld-Weißig";"Eigentümer privat";53
"2007";"08 Blasewitz, Striesen";"Eigennutzung";8
"2007";"08 Blasewitz, Striesen";"Eigentümer Wohnungsgenossenschaft";18
"2007";"08 Blasewitz, Striesen";"Eigentümer Stadt";9
"2007";"08 Blasewitz, Striesen";"Eigentümer privat";66
"2007";"09 Tolkewitz, Seidnitz, Gruna";"Eigennutzung";9
"2007";"09 Tolkewitz, Seidnitz, Gruna";"Eigentümer Wohnungsgenossenschaft";37
"2007";"09 Tolkewitz, Seidnitz, Gruna";"Eigentümer Stadt";18
"2007";"09 Tolkewitz, Seidnitz, Gruna";"Eigentümer privat";37
"2007";"10 StB Leuben";"Eigennutzung";18
"2007";"10 StB Leuben";"Eigentümer Wohnungsgenossenschaft";33
"2007";"10 StB Leuben";"Eigentümer Stadt";13
"2007";"10 StB Leuben";"Eigentümer privat";36
"2007";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Eigennutzung";3
"2007";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Eigentümer Wohnungsgenossenschaft";44
"2007";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Eigentümer Stadt";30
"2007";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Eigentümer privat";23
"2007";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"Eigennutzung";32
"2007";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"Eigentümer Wohnungsgenossenschaft";15
"2007";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"Eigentümer Stadt";3
"2007";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"Eigentümer privat";51
"2007";"13 Südvorstadt, Zschertnitz";"Eigennutzung";10
"2007";"13 Südvorstadt, Zschertnitz";"Eigentümer Wohnungsgenossenschaft";25
"2007";"13 Südvorstadt, Zschertnitz";"Eigentümer Stadt";39
"2007";"13 Südvorstadt, Zschertnitz";"Eigentümer privat";26
"2007";"14 Mockritz, Coschütz, Plauen";"Eigennutzung";25
"2007";"14 Mockritz, Coschütz, Plauen";"Eigentümer Wohnungsgenossenschaft";24
"2007";"14 Mockritz, Coschütz, Plauen";"Eigentümer Stadt";9
"2007";"14 Mockritz, Coschütz, Plauen";"Eigentümer privat";42
"2007";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Eigennutzung";10
"2007";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Eigentümer Wohnungsgenossenschaft";15
"2007";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Eigentümer Stadt";7
"2007";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Eigentümer privat";69
"2007";"16 Gorbitz";"Eigennutzung";3
"2007";"16 Gorbitz";"Eigentümer Wohnungsgenossenschaft";55
"2007";"16 Gorbitz";"Eigentümer Stadt";30
"2007";"16 Gorbitz";"Eigentümer privat";13
"2007";"17 Briesnitz und westliche OS";"Eigennutzung";42
"2007";"17 Briesnitz und westliche OS";"Eigentümer Wohnungsgenossenschaft";10
"2007";"17 Briesnitz und westliche OS";"Eigentümer Stadt";1
"2007";"17 Briesnitz und westliche OS";"Eigentümer privat";47
"2007";"18 Dresden gesamt";"Eigennutzung";15
"2007";"18 Dresden gesamt";"Eigentümer Wohnungsgenossenschaft";24
"2007";"18 Dresden gesamt";"Eigentümer Stadt";15
"2007";"18 Dresden gesamt";"Eigentümer privat";46
"2010";"01 StB Altstadt ohne Johannstadt";"Eigennutzung";2
"2010";"01 StB Altstadt ohne Johannstadt";"Eigentümer Wohnungsgenossenschaft";37
"2010";"01 StB Altstadt ohne Johannstadt";"Eigentümer Stadt";34
"2010";"01 StB Altstadt ohne Johannstadt";"Eigentümer privat";27
"2010";"02 Johannstadt";"Eigennutzung";1
"2010";"02 Johannstadt";"Eigentümer Wohnungsgenossenschaft";46
"2010";"02 Johannstadt";"Eigentümer Stadt";26
"2010";"02 Johannstadt";"Eigentümer privat";27
"2010";"03 StB Neustadt ohne Leipziger Vorstadt";"Eigennutzung";7
"2010";"03 StB Neustadt ohne Leipziger Vorstadt";"Eigentümer Wohnungsgenossenschaft";5
"2010";"03 StB Neustadt ohne Leipziger Vorstadt";"Eigentümer Stadt";12
"2010";"03 StB Neustadt ohne Leipziger Vorstadt";"Eigentümer privat";76
"2010";"04 Leipziger Vorstadt, Pieschen";"Eigennutzung";6
"2010";"04 Leipziger Vorstadt, Pieschen";"Eigentümer Wohnungsgenossenschaft";5
"2010";"04 Leipziger Vorstadt, Pieschen";"Eigentümer Stadt";7
"2010";"04 Leipziger Vorstadt, Pieschen";"Eigentümer privat";82
"2010";"05 Mickten, Kaditz, Trachau";"Eigennutzung";11
"2010";"05 Mickten, Kaditz, Trachau";"Eigentümer Wohnungsgenossenschaft";30
"2010";"05 Mickten, Kaditz, Trachau";"Eigentümer Stadt";5
"2010";"05 Mickten, Kaditz, Trachau";"Eigentümer privat";53
"2010";"06 StB Klotzsche und nördliche OS";"Eigennutzung";46
"2010";"06 StB Klotzsche und nördliche OS";"Eigentümer Wohnungsgenossenschaft";18
"2010";"06 StB Klotzsche und nördliche OS";"Eigentümer Stadt";7
"2010";"06 StB Klotzsche und nördliche OS";"Eigentümer privat";29
"2010";"07 StB Loschwitz und OS Schönfeld-Weißig";"Eigennutzung";44
"2010";"07 StB Loschwitz und OS Schönfeld-Weißig";"Eigentümer Wohnungsgenossenschaft";2
"2010";"07 StB Loschwitz und OS Schönfeld-Weißig";"Eigentümer Stadt";1
"2010";"07 StB Loschwitz und OS Schönfeld-Weißig";"Eigentümer privat";52
"2010";"08 Blasewitz, Striesen";"Eigennutzung";8
"2010";"08 Blasewitz, Striesen";"Eigentümer Wohnungsgenossenschaft";17
"2010";"08 Blasewitz, Striesen";"Eigentümer Stadt";13
"2010";"08 Blasewitz, Striesen";"Eigentümer privat";62
"2010";"09 Tolkewitz, Seidnitz, Gruna";"Eigennutzung";5
"2010";"09 Tolkewitz, Seidnitz, Gruna";"Eigentümer Wohnungsgenossenschaft";43
"2010";"09 Tolkewitz, Seidnitz, Gruna";"Eigentümer Stadt";17
"2010";"09 Tolkewitz, Seidnitz, Gruna";"Eigentümer privat";35
"2010";"10 StB Leuben";"Eigennutzung";18
"2010";"10 StB Leuben";"Eigentümer Wohnungsgenossenschaft";25
"2010";"10 StB Leuben";"Eigentümer Stadt";14
"2010";"10 StB Leuben";"Eigentümer privat";43
"2010";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Eigennutzung";6
"2010";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Eigentümer Wohnungsgenossenschaft";42
"2010";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Eigentümer Stadt";26
"2010";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Eigentümer privat";26
"2010";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"Eigennutzung";25
"2010";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"Eigentümer Wohnungsgenossenschaft";23
"2010";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"Eigentümer Stadt";4
"2010";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"Eigentümer privat";49
"2010";"13 Südvorstadt, Zschertnitz";"Eigennutzung";4
"2010";"13 Südvorstadt, Zschertnitz";"Eigentümer Wohnungsgenossenschaft";31
"2010";"13 Südvorstadt, Zschertnitz";"Eigentümer Stadt";38
"2010";"13 Südvorstadt, Zschertnitz";"Eigentümer privat";27
"2010";"14 Mockritz, Coschütz, Plauen";"Eigennutzung";27
"2010";"14 Mockritz, Coschütz, Plauen";"Eigentümer Wohnungsgenossenschaft";21
"2010";"14 Mockritz, Coschütz, Plauen";"Eigentümer Stadt";8
"2010";"14 Mockritz, Coschütz, Plauen";"Eigentümer privat";45
"2010";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Eigennutzung";9
"2010";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Eigentümer Wohnungsgenossenschaft";12
"2010";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Eigentümer Stadt";7
"2010";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Eigentümer privat";72
"2010";"16 Gorbitz";"Eigennutzung";2
"2010";"16 Gorbitz";"Eigentümer Wohnungsgenossenschaft";55
"2010";"16 Gorbitz";"Eigentümer Stadt";27
"2010";"16 Gorbitz";"Eigentümer privat";15
"2010";"17 Briesnitz und westliche OS";"Eigennutzung";35
"2010";"17 Briesnitz und westliche OS";"Eigentümer Wohnungsgenossenschaft";10
"2010";"17 Briesnitz und westliche OS";"Eigentümer Stadt";2
"2010";"17 Briesnitz und westliche OS";"Eigentümer privat";53
"2010";"18 Dresden gesamt";"Eigennutzung";14
"2010";"18 Dresden gesamt";"Eigentümer Wohnungsgenossenschaft";24
"2010";"18 Dresden gesamt";"Eigentümer Stadt";14
"2010";"18 Dresden gesamt";"Eigentümer privat";48
"2012";"01 StB Altstadt ohne Johannstadt";"Eigennutzung";2
"2012";"01 StB Altstadt ohne Johannstadt";"Eigentümer Wohnungsgenossenschaft";35
"2012";"01 StB Altstadt ohne Johannstadt";"Eigentümer Stadt";30
"2012";"01 StB Altstadt ohne Johannstadt";"Eigentümer privat";34
"2012";"02 Johannstadt";"Eigennutzung";1
"2012";"02 Johannstadt";"Eigentümer Wohnungsgenossenschaft";46
"2012";"02 Johannstadt";"Eigentümer Stadt";29
"2012";"02 Johannstadt";"Eigentümer privat";24
"2012";"03 StB Neustadt ohne Leipziger Vorstadt";"Eigennutzung";8
"2012";"03 StB Neustadt ohne Leipziger Vorstadt";"Eigentümer Wohnungsgenossenschaft";8
"2012";"03 StB Neustadt ohne Leipziger Vorstadt";"Eigentümer Stadt";15
"2012";"03 StB Neustadt ohne Leipziger Vorstadt";"Eigentümer privat";70
"2012";"04 Leipziger Vorstadt, Pieschen";"Eigennutzung";6
"2012";"04 Leipziger Vorstadt, Pieschen";"Eigentümer Wohnungsgenossenschaft";13
"2012";"04 Leipziger Vorstadt, Pieschen";"Eigentümer Stadt";3
"2012";"04 Leipziger Vorstadt, Pieschen";"Eigentümer privat";78
"2012";"05 Mickten, Kaditz, Trachau";"Eigennutzung";12
"2012";"05 Mickten, Kaditz, Trachau";"Eigentümer Wohnungsgenossenschaft";30
"2012";"05 Mickten, Kaditz, Trachau";"Eigentümer Stadt";6
"2012";"05 Mickten, Kaditz, Trachau";"Eigentümer privat";53
"2012";"06 StB Klotzsche und nördliche OS";"Eigennutzung";49
"2012";"06 StB Klotzsche und nördliche OS";"Eigentümer Wohnungsgenossenschaft";22
"2012";"06 StB Klotzsche und nördliche OS";"Eigentümer Stadt";3
"2012";"06 StB Klotzsche und nördliche OS";"Eigentümer privat";26
"2012";"07 StB Loschwitz und OS Schönfeld-Weißig";"Eigennutzung";54
"2012";"07 StB Loschwitz und OS Schönfeld-Weißig";"Eigentümer Wohnungsgenossenschaft";4
"2012";"07 StB Loschwitz und OS Schönfeld-Weißig";"Eigentümer Stadt";2
"2012";"07 StB Loschwitz und OS Schönfeld-Weißig";"Eigentümer privat";41
"2012";"08 Blasewitz, Striesen";"Eigennutzung";11
"2012";"08 Blasewitz, Striesen";"Eigentümer Wohnungsgenossenschaft";21
"2012";"08 Blasewitz, Striesen";"Eigentümer Stadt";13
"2012";"08 Blasewitz, Striesen";"Eigentümer privat";56
"2012";"09 Tolkewitz, Seidnitz, Gruna";"Eigennutzung";9
"2012";"09 Tolkewitz, Seidnitz, Gruna";"Eigentümer Wohnungsgenossenschaft";39
"2012";"09 Tolkewitz, Seidnitz, Gruna";"Eigentümer Stadt";18
"2012";"09 Tolkewitz, Seidnitz, Gruna";"Eigentümer privat";34
"2012";"10 StB Leuben";"Eigennutzung";17
"2012";"10 StB Leuben";"Eigentümer Wohnungsgenossenschaft";32
"2012";"10 StB Leuben";"Eigentümer Stadt";16
"2012";"10 StB Leuben";"Eigentümer privat";35
"2012";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Eigennutzung";9
"2012";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Eigentümer Wohnungsgenossenschaft";39
"2012";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Eigentümer Stadt";28
"2012";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Eigentümer privat";24
"2012";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"Eigennutzung";30
"2012";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"Eigentümer Wohnungsgenossenschaft";20
"2012";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"Eigentümer Stadt";5
"2012";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"Eigentümer privat";45
"2012";"13 Südvorstadt, Zschertnitz";"Eigennutzung";8
"2012";"13 Südvorstadt, Zschertnitz";"Eigentümer Wohnungsgenossenschaft";34
"2012";"13 Südvorstadt, Zschertnitz";"Eigentümer Stadt";35
"2012";"13 Südvorstadt, Zschertnitz";"Eigentümer privat";24
"2012";"14 Mockritz, Coschütz, Plauen";"Eigennutzung";23
"2012";"14 Mockritz, Coschütz, Plauen";"Eigentümer Wohnungsgenossenschaft";22
"2012";"14 Mockritz, Coschütz, Plauen";"Eigentümer Stadt";8
"2012";"14 Mockritz, Coschütz, Plauen";"Eigentümer privat";47
"2012";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Eigennutzung";11
"2012";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Eigentümer Wohnungsgenossenschaft";24
"2012";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Eigentümer Stadt";3
"2012";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Eigentümer privat";61
"2012";"16 Gorbitz";"Eigennutzung";5
"2012";"16 Gorbitz";"Eigentümer Wohnungsgenossenschaft";53
"2012";"16 Gorbitz";"Eigentümer Stadt";31
"2012";"16 Gorbitz";"Eigentümer privat";11
"2012";"17 Briesnitz und westliche OS";"Eigennutzung";42
"2012";"17 Briesnitz und westliche OS";"Eigentümer Wohnungsgenossenschaft";12
"2012";"17 Briesnitz und westliche OS";"Eigentümer Stadt";2
"2012";"17 Briesnitz und westliche OS";"Eigentümer privat";44
"2012";"18 Dresden gesamt";"Eigennutzung";16
"2012";"18 Dresden gesamt";"Eigentümer Wohnungsgenossenschaft";26
"2012";"18 Dresden gesamt";"Eigentümer Stadt";14
"2012";"18 Dresden gesamt";"Eigentümer privat";44
"2014";"01 StB Altstadt ohne Johannstadt";"Eigennutzung";2
"2014";"01 StB Altstadt ohne Johannstadt";"Eigentümer Wohnungsgenossenschaft";35
"2014";"01 StB Altstadt ohne Johannstadt";"Eigentümer Stadt";27
"2014";"01 StB Altstadt ohne Johannstadt";"Eigentümer privat";37
"2014";"02 Johannstadt";"Eigennutzung";0
"2014";"02 Johannstadt";"Eigentümer Wohnungsgenossenschaft";47
"2014";"02 Johannstadt";"Eigentümer Stadt";24
"2014";"02 Johannstadt";"Eigentümer privat";29
"2014";"03 StB Neustadt ohne Leipziger Vorstadt";"Eigennutzung";7
"2014";"03 StB Neustadt ohne Leipziger Vorstadt";"Eigentümer Wohnungsgenossenschaft";6
"2014";"03 StB Neustadt ohne Leipziger Vorstadt";"Eigentümer Stadt";10
"2014";"03 StB Neustadt ohne Leipziger Vorstadt";"Eigentümer privat";77
"2014";"04 Leipziger Vorstadt, Pieschen";"Eigennutzung";9
"2014";"04 Leipziger Vorstadt, Pieschen";"Eigentümer Wohnungsgenossenschaft";11
"2014";"04 Leipziger Vorstadt, Pieschen";"Eigentümer Stadt";5
"2014";"04 Leipziger Vorstadt, Pieschen";"Eigentümer privat";75
"2014";"05 Mickten, Kaditz, Trachau";"Eigennutzung";14
"2014";"05 Mickten, Kaditz, Trachau";"Eigentümer Wohnungsgenossenschaft";20
"2014";"05 Mickten, Kaditz, Trachau";"Eigentümer Stadt";4
"2014";"05 Mickten, Kaditz, Trachau";"Eigentümer privat";62
"2014";"06 StB Klotzsche und nördliche OS";"Eigennutzung";47
"2014";"06 StB Klotzsche und nördliche OS";"Eigentümer Wohnungsgenossenschaft";12
"2014";"06 StB Klotzsche und nördliche OS";"Eigentümer Stadt";4
"2014";"06 StB Klotzsche und nördliche OS";"Eigentümer privat";37
"2014";"07 StB Loschwitz und OS Schönfeld-Weißig";"Eigennutzung";49
"2014";"07 StB Loschwitz und OS Schönfeld-Weißig";"Eigentümer Wohnungsgenossenschaft";6
"2014";"07 StB Loschwitz und OS Schönfeld-Weißig";"Eigentümer Stadt";1
"2014";"07 StB Loschwitz und OS Schönfeld-Weißig";"Eigentümer privat";45
"2014";"08 Blasewitz, Striesen";"Eigennutzung";10
"2014";"08 Blasewitz, Striesen";"Eigentümer Wohnungsgenossenschaft";16
"2014";"08 Blasewitz, Striesen";"Eigentümer Stadt";13
"2014";"08 Blasewitz, Striesen";"Eigentümer privat";60
"2014";"09 Tolkewitz, Seidnitz, Gruna";"Eigennutzung";8
"2014";"09 Tolkewitz, Seidnitz, Gruna";"Eigentümer Wohnungsgenossenschaft";38
"2014";"09 Tolkewitz, Seidnitz, Gruna";"Eigentümer Stadt";17
"2014";"09 Tolkewitz, Seidnitz, Gruna";"Eigentümer privat";38
"2014";"10 StB Leuben";"Eigennutzung";20
"2014";"10 StB Leuben";"Eigentümer Wohnungsgenossenschaft";29
"2014";"10 StB Leuben";"Eigentümer Stadt";17
"2014";"10 StB Leuben";"Eigentümer privat";34
"2014";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Eigennutzung";6
"2014";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Eigentümer Wohnungsgenossenschaft";39
"2014";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Eigentümer Stadt";33
"2014";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Eigentümer privat";23
"2014";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"Eigennutzung";36
"2014";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"Eigentümer Wohnungsgenossenschaft";15
"2014";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"Eigentümer Stadt";6
