"Statistischer Bezirk";"Stadtteil zus.";"Stadtbezirk mit zugeordneten Ortschaften";"Stadtbezirk/Ortschaft";"Stadtraum";"Bautätigkeit - Art";"Fertigstellungsjahr";"Gebäudeart";"Anzahl Gebäude";"Wohnungen gesamt"
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"1998";"Eigenheim";3;4
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"1998";"Mehrfamilienhaus";4;32
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"1999";"Eigenheim";2;2
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"1999";"Mehrfamilienhaus";2;6
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"2003";"Eigenheim";2;2
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"2004";"Eigenheim";25;30
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"2005";"Eigenheim";7;8
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"2006";"Eigenheim";3;3
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"2007";"Eigenheim";1;1
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"2008";"Eigenheim";2;2
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"2009";"Eigenheim";1;1
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"2011";"Eigenheim";1;1
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"2014";"Eigenheim";1;1
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"2016";"Eigenheim";1;2
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"2018";"Eigenheim";1;1
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"2018";"Nichtwohngebäude ohne Wohnungen";1;0
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"1992";"Eigenheim";1;2
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"1993";"Eigenheim";1;2
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"1994";"Eigenheim";3;3
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"1994";"Nichtwohngebäude mit Wohnungen";1;1
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"1995";"Eigenheim";1;2
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"1996";"Eigenheim";1;2
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"1996";"Mehrfamilienhaus";1;6
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"1997";"Mehrfamilienhaus";1;5
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"1998";"Eigenheim";1;1
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"1998";"Mehrfamilienhaus";2;20
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"1999";"Mehrfamilienhaus";6;56
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"2000";"Eigenheim";3;4
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"2000";"Mehrfamilienhaus";3;21
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"2001";"Mehrfamilienhaus";2;11
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"2002";"Eigenheim";1;2
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"2003";"Eigenheim";2;3
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"2003";"Mehrfamilienhaus";3;14
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"2004";"Eigenheim";2;3
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"2004";"Mehrfamilienhaus";1;5
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"2005";"Mehrfamilienhaus";1;13
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"2006";"Eigenheim";1;1
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"2007";"Eigenheim";1;2
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"2007";"Mehrfamilienhaus";1;7
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"2008";"Eigenheim";2;2
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"2010";"Eigenheim";1;1
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"2011";"Eigenheim";1;2
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"2012";"Eigenheim";2;3
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"2013";"Eigenheim";1;1
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"2014";"Eigenheim";1;1
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"2014";"Mehrfamilienhaus";1;4
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"2016";"Eigenheim";3;4
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"2016";"Mehrfamilienhaus";1;4
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"2017";"Eigenheim";1;1
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"2018";"Eigenheim";2;2
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"2018";"Mehrfamilienhaus";1;3
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"2018";"Nichtwohngebäude ohne Wohnungen";1;0
"944  Naußlitz-Süd";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"unbekannt";"Eigenheim";2;4
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"1994";"Eigenheim";2;3
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"1994";"Mehrfamilienhaus";1;8
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"1994";"Nichtwohngebäude ohne Wohnungen";1;0
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"1995";"Eigenheim";2;2
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"1995";"Mehrfamilienhaus";2;9
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"1996";"Eigenheim";7;12
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"1996";"Mehrfamilienhaus";2;10
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"1996";"Nichtwohngebäude ohne Wohnungen";1;0
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"1997";"Eigenheim";37;39
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"1997";"Mehrfamilienhaus";3;17
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"1997";"Nichtwohngebäude ohne Wohnungen";1;0
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"1998";"Eigenheim";42;46
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"1998";"Mehrfamilienhaus";1;8
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"1999";"Eigenheim";2;2
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"1999";"Nichtwohngebäude ohne Wohnungen";1;0
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"2000";"Eigenheim";11;11
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"2000";"Mehrfamilienhaus";1;9
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"2001";"Eigenheim";7;7
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"2002";"Eigenheim";9;10
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"2003";"Eigenheim";5;5
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"2004";"Eigenheim";29;30
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"2005";"Eigenheim";2;2
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"2005";"Nichtwohngebäude ohne Wohnungen";1;0
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"2006";"Eigenheim";4;4
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"2007";"Eigenheim";2;2
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"2008";"Eigenheim";1;1
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"2009";"Eigenheim";1;1
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"2009";"Nichtwohngebäude ohne Wohnungen";1;0
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"2010";"Eigenheim";6;7
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"2011";"Eigenheim";6;6
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"2012";"Eigenheim";4;5
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"2013";"Eigenheim";3;3
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"2014";"Eigenheim";13;13
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"2015";"Eigenheim";14;14
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"2015";"Mehrfamilienhaus";1;3
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"2015";"Nichtwohngebäude ohne Wohnungen";1;0
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"2016";"Eigenheim";2;3
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"2017";"Eigenheim";1;1
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"2018";"Nichtwohngebäude ohne Wohnungen";1;0
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"unbekannt";"Eigenheim";2;2
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"unbekannt";"Mehrfamilienhaus";1;3
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Neubau";"unbekannt";"Nichtwohngebäude ohne Wohnungen";2;0
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"1992";"Eigenheim";1;1
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"1993";"Nichtwohngebäude ohne Wohnungen";1;0
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"1994";"Eigenheim";1;1
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"1995";"Eigenheim";2;4
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"1995";"Nichtwohngebäude ohne Wohnungen";1;0
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"1996";"Eigenheim";1;2
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"1996";"Mehrfamilienhaus";1;3
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"1997";"Eigenheim";4;6
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"1997";"Mehrfamilienhaus";1;12
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"1998";"Eigenheim";3;5
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"1998";"Mehrfamilienhaus";2;11
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"1999";"Eigenheim";3;5
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"1999";"Mehrfamilienhaus";1;4
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"2000";"Eigenheim";2;2
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"2001";"Eigenheim";2;3
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"2002";"Eigenheim";1;2
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"2003";"Eigenheim";2;4
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"2003";"Mehrfamilienhaus";1;3
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"2004";"Eigenheim";3;3
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"2005";"Eigenheim";1;1
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"2005";"Mehrfamilienhaus";1;3
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"2005";"Nichtwohngebäude ohne Wohnungen";1;0
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"2006";"Eigenheim";2;2
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"2006";"Nichtwohngebäude ohne Wohnungen";1;0
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"2007";"Eigenheim";4;5
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"2008";"Eigenheim";2;2
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"2008";"Mehrfamilienhaus";1;3
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"2010";"Eigenheim";3;4
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"2011";"Mehrfamilienhaus";1;44
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"2012";"Mehrfamilienhaus";4;29
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"2013";"Eigenheim";4;4
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"2014";"Eigenheim";2;2
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"2014";"Mehrfamilienhaus";3;17
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"2015";"Eigenheim";4;7
"945  Dölzschen";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"StB 9 Cotta";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Umbau";"2015";"Mehrfamilienhaus";1;4
