"Jahr";"Stadtteil zus.";"Stadtbezirk mit zugeordneten Ortschaften";"Stadtbezirk/Ortschaft";"Stadtraum";"AltK_13IRB-2-5-9-14-17-24-29-44-59-64-74-84-";"Anzahl Einwohner"
"";"46 Gönnsdorf/Pappritz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"03 - 05 Jahre";136
"";"46 Gönnsdorf/Pappritz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"06 - 09 Jahre";200
"";"46 Gönnsdorf/Pappritz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"10 - 14 Jahre";237
"";"46 Gönnsdorf/Pappritz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"15 - 17 Jahre";138
"";"46 Gönnsdorf/Pappritz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"18 - 24 Jahre";209
"";"46 Gönnsdorf/Pappritz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"25 - 29 Jahre";112
"";"46 Gönnsdorf/Pappritz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"30 - 44 Jahre";682
"";"46 Gönnsdorf/Pappritz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"45 - 59 Jahre";1043
"";"46 Gönnsdorf/Pappritz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"60 - 64 Jahre";261
"";"46 Gönnsdorf/Pappritz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"65 - 74 Jahre";468
"";"46 Gönnsdorf/Pappritz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"75 - 84 Jahre";394
"";"46 Gönnsdorf/Pappritz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"85 Jahre u.älter";82
"";"47 Schönfeld/Schullwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"00 - 02 Jahre";118
"";"47 Schönfeld/Schullwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"03 - 05 Jahre";114
"";"47 Schönfeld/Schullwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"06 - 09 Jahre";180
"";"47 Schönfeld/Schullwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"10 - 14 Jahre";200
"";"47 Schönfeld/Schullwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"15 - 17 Jahre";109
"";"47 Schönfeld/Schullwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"18 - 24 Jahre";132
"";"47 Schönfeld/Schullwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"25 - 29 Jahre";82
"";"47 Schönfeld/Schullwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"30 - 44 Jahre";698
"";"47 Schönfeld/Schullwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"45 - 59 Jahre";816
"";"47 Schönfeld/Schullwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"60 - 64 Jahre";258
"";"47 Schönfeld/Schullwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"65 - 74 Jahre";387
"";"47 Schönfeld/Schullwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"75 - 84 Jahre";259
"";"47 Schönfeld/Schullwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"85 Jahre u.älter";68
"";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"00 - 02 Jahre";351
"";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"03 - 05 Jahre";352
"";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"06 - 09 Jahre";438
"";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"10 - 14 Jahre";516
"";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"15 - 17 Jahre";305
"";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"18 - 24 Jahre";605
"";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"25 - 29 Jahre";529
"";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"30 - 44 Jahre";2167
"";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"45 - 59 Jahre";2300
"";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"60 - 64 Jahre";497
"";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"65 - 74 Jahre";892
"";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"75 - 84 Jahre";1045
"";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"85 Jahre u.älter";339
"";"52 Striesen-Ost";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"00 - 02 Jahre";688
"";"52 Striesen-Ost";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"03 - 05 Jahre";652
"";"52 Striesen-Ost";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"06 - 09 Jahre";850
"";"52 Striesen-Ost";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"10 - 14 Jahre";863
"";"52 Striesen-Ost";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"15 - 17 Jahre";438
"";"52 Striesen-Ost";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"18 - 24 Jahre";942
"";"52 Striesen-Ost";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"25 - 29 Jahre";1020
"";"52 Striesen-Ost";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"30 - 44 Jahre";4185
"";"52 Striesen-Ost";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"45 - 59 Jahre";3242
"";"52 Striesen-Ost";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"60 - 64 Jahre";539
"";"52 Striesen-Ost";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"65 - 74 Jahre";914
"";"52 Striesen-Ost";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"75 - 84 Jahre";887
"";"52 Striesen-Ost";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"85 Jahre u.älter";272
"";"53 Striesen-Süd";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"00 - 02 Jahre";425
"";"53 Striesen-Süd";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"03 - 05 Jahre";373
"";"53 Striesen-Süd";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"06 - 09 Jahre";410
"";"53 Striesen-Süd";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"10 - 14 Jahre";415
"";"53 Striesen-Süd";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"15 - 17 Jahre";227
"";"53 Striesen-Süd";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"18 - 24 Jahre";976
"";"53 Striesen-Süd";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"25 - 29 Jahre";978
"";"53 Striesen-Süd";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"30 - 44 Jahre";2613
"";"53 Striesen-Süd";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"45 - 59 Jahre";1981
"";"53 Striesen-Süd";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"60 - 64 Jahre";536
"";"53 Striesen-Süd";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"65 - 74 Jahre";1114
"";"53 Striesen-Süd";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"75 - 84 Jahre";1412
"";"53 Striesen-Süd";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"85 Jahre u.älter";417
"";"54 Striesen-West";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"00 - 02 Jahre";493
"";"54 Striesen-West";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"03 - 05 Jahre";426
"";"54 Striesen-West";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"06 - 09 Jahre";497
"";"54 Striesen-West";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"10 - 14 Jahre";461
"";"54 Striesen-West";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"15 - 17 Jahre";270
"";"54 Striesen-West";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"18 - 24 Jahre";903
"";"54 Striesen-West";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"25 - 29 Jahre";1027
"";"54 Striesen-West";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"30 - 44 Jahre";3036
"";"54 Striesen-West";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"45 - 59 Jahre";2346
"";"54 Striesen-West";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"60 - 64 Jahre";570
"";"54 Striesen-West";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"65 - 74 Jahre";978
"";"54 Striesen-West";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"75 - 84 Jahre";1923
"";"54 Striesen-West";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"85 Jahre u.älter";450
"";"55 Tolkewitz/Seidnitz-Nord";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"00 - 02 Jahre";390
"";"55 Tolkewitz/Seidnitz-Nord";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"03 - 05 Jahre";380
"";"55 Tolkewitz/Seidnitz-Nord";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"06 - 09 Jahre";442
"";"55 Tolkewitz/Seidnitz-Nord";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"10 - 14 Jahre";512
"";"55 Tolkewitz/Seidnitz-Nord";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"15 - 17 Jahre";246
"";"55 Tolkewitz/Seidnitz-Nord";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"18 - 24 Jahre";496
"";"55 Tolkewitz/Seidnitz-Nord";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"25 - 29 Jahre";725
"";"55 Tolkewitz/Seidnitz-Nord";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"30 - 44 Jahre";2454
"";"55 Tolkewitz/Seidnitz-Nord";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"45 - 59 Jahre";2156
"";"55 Tolkewitz/Seidnitz-Nord";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"60 - 64 Jahre";607
"";"55 Tolkewitz/Seidnitz-Nord";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"65 - 74 Jahre";1185
"";"55 Tolkewitz/Seidnitz-Nord";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"75 - 84 Jahre";1511
"";"55 Tolkewitz/Seidnitz-Nord";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"85 Jahre u.älter";327
"";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"00 - 02 Jahre";343
"";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"03 - 05 Jahre";301
"";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"06 - 09 Jahre";440
"";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"10 - 14 Jahre";529
"";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"15 - 17 Jahre";270
"";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"18 - 24 Jahre";878
"";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"25 - 29 Jahre";833
"";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"30 - 44 Jahre";2816
"";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"45 - 59 Jahre";2504
"";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"60 - 64 Jahre";698
"";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"65 - 74 Jahre";1691
"";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"75 - 84 Jahre";1758
"";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"85 Jahre u.älter";331
"";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"00 - 02 Jahre";402
"";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"03 - 05 Jahre";381
"";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"06 - 09 Jahre";450
"";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"10 - 14 Jahre";563
"";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"15 - 17 Jahre";334
"";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"18 - 24 Jahre";844
"";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"25 - 29 Jahre";816
"";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"30 - 44 Jahre";2469
"";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"45 - 59 Jahre";2471
"";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"60 - 64 Jahre";655
"";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"65 - 74 Jahre";1497
"";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"75 - 84 Jahre";1974
"";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"85 Jahre u.älter";552
"";"61 Leuben";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"00 - 02 Jahre";350
"";"61 Leuben";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"03 - 05 Jahre";381
"";"61 Leuben";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"06 - 09 Jahre";431
"";"61 Leuben";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"10 - 14 Jahre";479
"";"61 Leuben";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"15 - 17 Jahre";265
"";"61 Leuben";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"18 - 24 Jahre";675
"";"61 Leuben";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"25 - 29 Jahre";681
"";"61 Leuben";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"30 - 44 Jahre";2302
"";"61 Leuben";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"45 - 59 Jahre";2281
"";"61 Leuben";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"60 - 64 Jahre";590
"";"61 Leuben";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"65 - 74 Jahre";1380
"";"61 Leuben";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"75 - 84 Jahre";1845
"";"61 Leuben";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"85 Jahre u.älter";449
"";"62 Laubegast";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"00 - 02 Jahre";352
"";"62 Laubegast";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"03 - 05 Jahre";315
"";"62 Laubegast";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"06 - 09 Jahre";474
"";"62 Laubegast";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"10 - 14 Jahre";489
"";"62 Laubegast";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"15 - 17 Jahre";281
"";"62 Laubegast";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"18 - 24 Jahre";583
"";"62 Laubegast";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"25 - 29 Jahre";506
"";"62 Laubegast";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"30 - 44 Jahre";2371
"";"62 Laubegast";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"45 - 59 Jahre";2851
"";"62 Laubegast";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"60 - 64 Jahre";743
"";"62 Laubegast";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"65 - 74 Jahre";1475
"";"62 Laubegast";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"75 - 84 Jahre";1590
"";"62 Laubegast";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"85 Jahre u.älter";301
"";"63 Kleinzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"00 - 02 Jahre";175
"";"63 Kleinzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"03 - 05 Jahre";228
"";"63 Kleinzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"06 - 09 Jahre";364
"";"63 Kleinzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"10 - 14 Jahre";479
"";"63 Kleinzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"15 - 17 Jahre";284
"";"63 Kleinzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"18 - 24 Jahre";385
"";"63 Kleinzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"25 - 29 Jahre";217
"";"63 Kleinzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"30 - 44 Jahre";1464
"";"63 Kleinzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"45 - 59 Jahre";2180
"";"63 Kleinzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"60 - 64 Jahre";501
"";"63 Kleinzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"65 - 74 Jahre";1040
"";"63 Kleinzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"75 - 84 Jahre";1042
"";"63 Kleinzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"85 Jahre u.älter";253
"";"64 Großzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"00 - 02 Jahre";170
"";"64 Großzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"03 - 05 Jahre";185
"";"64 Großzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"06 - 09 Jahre";226
"";"64 Großzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"10 - 14 Jahre";248
"";"64 Großzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"15 - 17 Jahre";170
"";"64 Großzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"18 - 24 Jahre";355
"";"64 Großzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"25 - 29 Jahre";300
"";"64 Großzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"30 - 44 Jahre";1227
"";"64 Großzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"45 - 59 Jahre";1145
"";"64 Großzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"60 - 64 Jahre";389
"";"64 Großzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"65 - 74 Jahre";908
"";"64 Großzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"75 - 84 Jahre";651
"";"64 Großzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"85 Jahre u.älter";247
"";"71 Prohlis-Nord";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"00 - 02 Jahre";165
"";"71 Prohlis-Nord";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"03 - 05 Jahre";207
"";"71 Prohlis-Nord";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"06 - 09 Jahre";235
"";"71 Prohlis-Nord";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"10 - 14 Jahre";242
"";"71 Prohlis-Nord";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"15 - 17 Jahre";145
"";"71 Prohlis-Nord";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"18 - 24 Jahre";390
"";"71 Prohlis-Nord";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"25 - 29 Jahre";356
"";"71 Prohlis-Nord";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"30 - 44 Jahre";1158
"";"71 Prohlis-Nord";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"45 - 59 Jahre";1074
"";"71 Prohlis-Nord";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"60 - 64 Jahre";407
"";"71 Prohlis-Nord";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"65 - 74 Jahre";893
"";"71 Prohlis-Nord";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"75 - 84 Jahre";783
"";"71 Prohlis-Nord";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"85 Jahre u.älter";147
"";"72 Prohlis-Süd";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"00 - 02 Jahre";207
"";"72 Prohlis-Süd";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"03 - 05 Jahre";219
"";"72 Prohlis-Süd";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"06 - 09 Jahre";313
"";"72 Prohlis-Süd";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"10 - 14 Jahre";363
"";"72 Prohlis-Süd";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"15 - 17 Jahre";219
