"Jahr";"Stadtteil zus.";"Stadtbezirk mit zugeordneten Ortschaften";"Stadtbezirk/Ortschaft";"Stadtraum";"AltK_13IRB-2-5-9-14-17-24-29-44-59-64-74-84-";"Anzahl Einwohner"
"";"22 Mickten";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"30 - 44 Jahre";3542
"";"22 Mickten";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"45 - 59 Jahre";2405
"";"22 Mickten";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"60 - 64 Jahre";646
"";"22 Mickten";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"65 - 74 Jahre";1020
"";"22 Mickten";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"75 - 84 Jahre";1000
"";"22 Mickten";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"85 Jahre u.älter";322
"";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"00 - 02 Jahre";191
"";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"03 - 05 Jahre";179
"";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"06 - 09 Jahre";232
"";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"10 - 14 Jahre";271
"";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"15 - 17 Jahre";113
"";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"18 - 24 Jahre";321
"";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"25 - 29 Jahre";357
"";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"30 - 44 Jahre";1404
"";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"45 - 59 Jahre";1171
"";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"60 - 64 Jahre";290
"";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"65 - 74 Jahre";504
"";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"75 - 84 Jahre";479
"";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"85 Jahre u.älter";101
"";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"00 - 02 Jahre";329
"";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"03 - 05 Jahre";368
"";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"06 - 09 Jahre";484
"";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"10 - 14 Jahre";496
"";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"15 - 17 Jahre";271
"";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"18 - 24 Jahre";485
"";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"25 - 29 Jahre";447
"";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"30 - 44 Jahre";2283
"";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"45 - 59 Jahre";2133
"";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"60 - 64 Jahre";524
"";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"65 - 74 Jahre";1019
"";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"75 - 84 Jahre";1038
"";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"85 Jahre u.älter";278
"";"25 Pieschen-N/Trachenberge";"StB 2 Pieschen";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";"00 - 02 Jahre";486
"";"25 Pieschen-N/Trachenberge";"StB 2 Pieschen";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";"03 - 05 Jahre";481
"";"25 Pieschen-N/Trachenberge";"StB 2 Pieschen";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";"06 - 09 Jahre";520
"";"25 Pieschen-N/Trachenberge";"StB 2 Pieschen";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";"10 - 14 Jahre";537
"";"25 Pieschen-N/Trachenberge";"StB 2 Pieschen";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";"15 - 17 Jahre";276
"";"25 Pieschen-N/Trachenberge";"StB 2 Pieschen";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";"18 - 24 Jahre";934
"";"25 Pieschen-N/Trachenberge";"StB 2 Pieschen";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";"25 - 29 Jahre";1081
"";"25 Pieschen-N/Trachenberge";"StB 2 Pieschen";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";"30 - 44 Jahre";3611
"";"25 Pieschen-N/Trachenberge";"StB 2 Pieschen";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";"45 - 59 Jahre";2299
"";"25 Pieschen-N/Trachenberge";"StB 2 Pieschen";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";"60 - 64 Jahre";554
"";"25 Pieschen-N/Trachenberge";"StB 2 Pieschen";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";"65 - 74 Jahre";890
"";"25 Pieschen-N/Trachenberge";"StB 2 Pieschen";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";"75 - 84 Jahre";873
"";"25 Pieschen-N/Trachenberge";"StB 2 Pieschen";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";"85 Jahre u.älter";299
"";"31 Klotzsche";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"00 - 02 Jahre";432
"";"31 Klotzsche";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"03 - 05 Jahre";469
"";"31 Klotzsche";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"06 - 09 Jahre";620
"";"31 Klotzsche";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"10 - 14 Jahre";732
"";"31 Klotzsche";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"15 - 17 Jahre";402
"";"31 Klotzsche";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"18 - 24 Jahre";719
"";"31 Klotzsche";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"25 - 29 Jahre";612
"";"31 Klotzsche";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"30 - 44 Jahre";2933
"";"31 Klotzsche";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"45 - 59 Jahre";3156
"";"31 Klotzsche";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"60 - 64 Jahre";927
"";"31 Klotzsche";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"65 - 74 Jahre";1624
"";"31 Klotzsche";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"75 - 84 Jahre";1568
"";"31 Klotzsche";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"85 Jahre u.älter";537
"";"32 Hellerau/Wilschdorf";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"00 - 02 Jahre";146
"";"32 Hellerau/Wilschdorf";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"03 - 05 Jahre";203
"";"32 Hellerau/Wilschdorf";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"06 - 09 Jahre";289
"";"32 Hellerau/Wilschdorf";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"10 - 14 Jahre";346
"";"32 Hellerau/Wilschdorf";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"15 - 17 Jahre";200
"";"32 Hellerau/Wilschdorf";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"18 - 24 Jahre";238
"";"32 Hellerau/Wilschdorf";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"25 - 29 Jahre";136
"";"32 Hellerau/Wilschdorf";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"30 - 44 Jahre";1136
"";"32 Hellerau/Wilschdorf";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"45 - 59 Jahre";1571
"";"32 Hellerau/Wilschdorf";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"60 - 64 Jahre";480
"";"32 Hellerau/Wilschdorf";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"65 - 74 Jahre";726
"";"32 Hellerau/Wilschdorf";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"75 - 84 Jahre";663
"";"32 Hellerau/Wilschdorf";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"85 Jahre u.älter";171
"";"35 Weixdorf";"StB 3 Klotzsche/nördliche Ortschaften";"OS Weixdorf";"06 StB Klotzsche und nördliche OS";"00 - 02 Jahre";155
"";"35 Weixdorf";"StB 3 Klotzsche/nördliche Ortschaften";"OS Weixdorf";"06 StB Klotzsche und nördliche OS";"03 - 05 Jahre";205
"";"35 Weixdorf";"StB 3 Klotzsche/nördliche Ortschaften";"OS Weixdorf";"06 StB Klotzsche und nördliche OS";"06 - 09 Jahre";304
"";"35 Weixdorf";"StB 3 Klotzsche/nördliche Ortschaften";"OS Weixdorf";"06 StB Klotzsche und nördliche OS";"10 - 14 Jahre";341
"";"35 Weixdorf";"StB 3 Klotzsche/nördliche Ortschaften";"OS Weixdorf";"06 StB Klotzsche und nördliche OS";"15 - 17 Jahre";167
"";"35 Weixdorf";"StB 3 Klotzsche/nördliche Ortschaften";"OS Weixdorf";"06 StB Klotzsche und nördliche OS";"18 - 24 Jahre";224
"";"35 Weixdorf";"StB 3 Klotzsche/nördliche Ortschaften";"OS Weixdorf";"06 StB Klotzsche und nördliche OS";"25 - 29 Jahre";156
"";"35 Weixdorf";"StB 3 Klotzsche/nördliche Ortschaften";"OS Weixdorf";"06 StB Klotzsche und nördliche OS";"30 - 44 Jahre";1042
"";"35 Weixdorf";"StB 3 Klotzsche/nördliche Ortschaften";"OS Weixdorf";"06 StB Klotzsche und nördliche OS";"45 - 59 Jahre";1631
"";"35 Weixdorf";"StB 3 Klotzsche/nördliche Ortschaften";"OS Weixdorf";"06 StB Klotzsche und nördliche OS";"60 - 64 Jahre";462
"";"35 Weixdorf";"StB 3 Klotzsche/nördliche Ortschaften";"OS Weixdorf";"06 StB Klotzsche und nördliche OS";"65 - 74 Jahre";655
"";"35 Weixdorf";"StB 3 Klotzsche/nördliche Ortschaften";"OS Weixdorf";"06 StB Klotzsche und nördliche OS";"75 - 84 Jahre";561
"";"35 Weixdorf";"StB 3 Klotzsche/nördliche Ortschaften";"OS Weixdorf";"06 StB Klotzsche und nördliche OS";"85 Jahre u.älter";139
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Langebrück";"06 StB Klotzsche und nördliche OS";"00 - 02 Jahre";116
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Langebrück";"06 StB Klotzsche und nördliche OS";"03 - 05 Jahre";124
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Langebrück";"06 StB Klotzsche und nördliche OS";"06 - 09 Jahre";187
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Langebrück";"06 StB Klotzsche und nördliche OS";"10 - 14 Jahre";237
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Langebrück";"06 StB Klotzsche und nördliche OS";"15 - 17 Jahre";136
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Langebrück";"06 StB Klotzsche und nördliche OS";"18 - 24 Jahre";165
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Langebrück";"06 StB Klotzsche und nördliche OS";"25 - 29 Jahre";76
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Langebrück";"06 StB Klotzsche und nördliche OS";"30 - 44 Jahre";720
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Langebrück";"06 StB Klotzsche und nördliche OS";"45 - 59 Jahre";912
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Langebrück";"06 StB Klotzsche und nördliche OS";"60 - 64 Jahre";255
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Langebrück";"06 StB Klotzsche und nördliche OS";"65 - 74 Jahre";370
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Langebrück";"06 StB Klotzsche und nördliche OS";"75 - 84 Jahre";431
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Langebrück";"06 StB Klotzsche und nördliche OS";"85 Jahre u.älter";141
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Schönborn";"06 StB Klotzsche und nördliche OS";"00 - 02 Jahre";16
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Schönborn";"06 StB Klotzsche und nördliche OS";"03 - 05 Jahre";19
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Schönborn";"06 StB Klotzsche und nördliche OS";"06 - 09 Jahre";32
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Schönborn";"06 StB Klotzsche und nördliche OS";"10 - 14 Jahre";31
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Schönborn";"06 StB Klotzsche und nördliche OS";"15 - 17 Jahre";13
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Schönborn";"06 StB Klotzsche und nördliche OS";"18 - 24 Jahre";22
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Schönborn";"06 StB Klotzsche und nördliche OS";"25 - 29 Jahre";9
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Schönborn";"06 StB Klotzsche und nördliche OS";"30 - 44 Jahre";96
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Schönborn";"06 StB Klotzsche und nördliche OS";"45 - 59 Jahre";123
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Schönborn";"06 StB Klotzsche und nördliche OS";"60 - 64 Jahre";51
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Schönborn";"06 StB Klotzsche und nördliche OS";"65 - 74 Jahre";47
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Schönborn";"06 StB Klotzsche und nördliche OS";"75 - 84 Jahre";35
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Schönborn";"06 StB Klotzsche und nördliche OS";"85 Jahre u.älter";10
"";"41 Loschwitz/Wachwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"00 - 02 Jahre";150
"";"41 Loschwitz/Wachwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"03 - 05 Jahre";168
"";"41 Loschwitz/Wachwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"06 - 09 Jahre";236
"";"41 Loschwitz/Wachwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"10 - 14 Jahre";319
"";"41 Loschwitz/Wachwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"15 - 17 Jahre";198
"";"41 Loschwitz/Wachwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"18 - 24 Jahre";211
"";"41 Loschwitz/Wachwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"25 - 29 Jahre";207
"";"41 Loschwitz/Wachwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"30 - 44 Jahre";1026
"";"41 Loschwitz/Wachwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"45 - 59 Jahre";1440
"";"41 Loschwitz/Wachwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"60 - 64 Jahre";346
"";"41 Loschwitz/Wachwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"65 - 74 Jahre";590
"";"41 Loschwitz/Wachwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"75 - 84 Jahre";627
"";"41 Loschwitz/Wachwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"85 Jahre u.älter";152
"";"42 Bühlau/Weißer Hirsch";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"00 - 02 Jahre";359
"";"42 Bühlau/Weißer Hirsch";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"03 - 05 Jahre";387
"";"42 Bühlau/Weißer Hirsch";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"06 - 09 Jahre";573
"";"42 Bühlau/Weißer Hirsch";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"10 - 14 Jahre";681
"";"42 Bühlau/Weißer Hirsch";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"15 - 17 Jahre";363
"";"42 Bühlau/Weißer Hirsch";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"18 - 24 Jahre";477
"";"42 Bühlau/Weißer Hirsch";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"25 - 29 Jahre";348
"";"42 Bühlau/Weißer Hirsch";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"30 - 44 Jahre";2147
"";"42 Bühlau/Weißer Hirsch";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"45 - 59 Jahre";2615
"";"42 Bühlau/Weißer Hirsch";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"60 - 64 Jahre";599
"";"42 Bühlau/Weißer Hirsch";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"65 - 74 Jahre";1230
"";"42 Bühlau/Weißer Hirsch";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"75 - 84 Jahre";1326
"";"42 Bühlau/Weißer Hirsch";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"85 Jahre u.älter";424
"";"43 Hosterwitz/Pillnitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"00 - 02 Jahre";60
"";"43 Hosterwitz/Pillnitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"03 - 05 Jahre";71
"";"43 Hosterwitz/Pillnitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"06 - 09 Jahre";144
"";"43 Hosterwitz/Pillnitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"10 - 14 Jahre";177
"";"43 Hosterwitz/Pillnitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"15 - 17 Jahre";100
"";"43 Hosterwitz/Pillnitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"18 - 24 Jahre";164
"";"43 Hosterwitz/Pillnitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"25 - 29 Jahre";96
"";"43 Hosterwitz/Pillnitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"30 - 44 Jahre";543
"";"43 Hosterwitz/Pillnitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"45 - 59 Jahre";845
"";"43 Hosterwitz/Pillnitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"60 - 64 Jahre";240
"";"43 Hosterwitz/Pillnitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"65 - 74 Jahre";424
"";"43 Hosterwitz/Pillnitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"75 - 84 Jahre";422
"";"43 Hosterwitz/Pillnitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"85 Jahre u.älter";141
"";"45 Weißig";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"00 - 02 Jahre";134
"";"45 Weißig";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"03 - 05 Jahre";161
"";"45 Weißig";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"06 - 09 Jahre";205
"";"45 Weißig";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"10 - 14 Jahre";284
"";"45 Weißig";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"15 - 17 Jahre";168
"";"45 Weißig";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"18 - 24 Jahre";240
"";"45 Weißig";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"25 - 29 Jahre";230
"";"45 Weißig";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"30 - 44 Jahre";1080
"";"45 Weißig";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"45 - 59 Jahre";1317
"";"45 Weißig";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"60 - 64 Jahre";374
"";"45 Weißig";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"65 - 74 Jahre";706
"";"45 Weißig";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"75 - 84 Jahre";608
"";"45 Weißig";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"85 Jahre u.älter";183
"";"46 Gönnsdorf/Pappritz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"00 - 02 Jahre";87
