"Jahr";"Quartal";"Monat";"Wirtschaftszweig 2-Steller";"Anzahl Betriebe";"Tätige Personen (absolut)";"Tätige Personen (Anteil an Gesamtsumme des verarb. Gewerbes)";"Geleistete Arbeitsstunden (gesamt in 1000h)";"Geleistete Arbeitsstunden je tätiger Person";"Entgelte (in 1000 EUR)";"Entgelte je tätiger Person";"Gesamtumsatz (in 1000 EUR)";"Absoluter Anteil des Umsatzes in der Europazone am Gesamtumsatz (in 1000 EUR)";"Absoluter Anteil des Umsatzes im Ausland am Gesamtumsatz (in 1000 EUR)";"Gesamtumsatz je tätiger Person";"Anteil des Gesamtumsatzes an Gesamtsumme des verarb. Gewerbes";"Umsatz aus eigenen Erzeugnissen gesamt (in 1000 EUR)";"Umsatz aus eigenen Erzeugnissen Ausland (in 1000 EUR)";"Umsatz aus eigenen Erzeugnissen je tätiger Person"
"2016";"3. Quartal";"07";"Holzgewerbe (ohne Herstellung von Möbeln) 20";4;342;1;46;135;1033;3020;7569;2701;1846;22131;2;5948;2603;17392
"2016";"3. Quartal";"07";"Papiergewerbe";6;1467;6;217;148;5569;3796;26037;0;0;17748;6;24455;0;16670
"2016";"3. Quartal";"07";"Verlags-,Druckgew.,Vervielfält.v.besp.Ton-,Bild-u.Datenträg.";4;389;2;50;129;889;2285;5642;0;0;14503;1;5624;0;14458
"2016";"3. Quartal";"07";"Kokerei,Mineralölverarb.,Herst.u.Verarb.v.Spalt-u.Brutstoff. 23";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"3. Quartal";"07";"Herstellung von Gummi- und Kunststoffwaren 25";11;1131;5;143;126;2457;2172;9616;986;730;8502;2;9604;985;8492
"2016";"3. Quartal";"07";"Glasgewerbe, Keramik, Verarbeitung von Steinen und Erden 26";22;8275;35;1043;126;31753;3837;184477;106476;86258;22293;46;179557;104859;21699
"2016";"3. Quartal";"07";"Metallerzeugung und -bearbeitung";10;1544;7;210;136;5671;3673;22083;12447;2204;14302;6;21364;12121;13837
"2016";"3. Quartal";"07";"Herstellung von Metallerzeugnissen";22;4070;17;559;137;14896;3660;40711;25462;4382;10002;10;38790;24067;9531
"2016";"3. Quartal";"07";"Maschinenbau 29";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"3. Quartal";"07";"Herst.v.Büromasch.,Datenverarbeitungsgeräten u.-einrichtgen.";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"3. Quartal";"07";"Herstellung v.Geräten der Elektrizitätserzeugung, -verteilg.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"3. Quartal";"07";"Rundfunk-, Fernseh- und Nachrichtentechnik";5;563;2;67;119;1186;2107;2959;0;0;5255;1;1494;0;2654
"2016";"3. Quartal";"07";"Medizin-, Meß-, Steuer- und Regelungstechnik, Optik";13;1299;6;169;130;4710;3626;17679;4119;2857;13609;4;17177;3964;13223
"2016";"3. Quartal";"08";"Verarbeitendes Gewerbe gesamt";118;24070;100;3423;142;84395;3506;472699;231543;173395;19638;100;456206;227512;18953
"2016";"3. Quartal";"08";"Kohlenbergbau, Torfgewinnung";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"3. Quartal";"08";"Gewinnung v.Erdöl u.Erbringung damit verbund.Dienstleistgen.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"3. Quartal";"08";"Bergbau auf Uran- und Thoriumerze";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"3. Quartal";"08";"Bekleidungsgewerbe";7;1616;7;225;139;4088;2530;17320;0;0;10717;4;16536;0;10233
"2016";"3. Quartal";"08";"Holzgewerbe (ohne Herstellung von Möbeln) 20";4;367;2;54;147;892;2431;7731;2587;1429;21065;2;6317;2503;17213
"2016";"3. Quartal";"08";"Papiergewerbe";6;1553;7;219;141;5641;3632;25865;0;0;16654;6;24538;0;15800
"2016";"3. Quartal";"08";"Verlags-,Druckgew.,Vervielfält.v.besp.Ton-,Bild-u.Datenträg.";4;386;2;53;137;1075;2785;5621;0;0;14562;1;5613;0;14541
"2016";"3. Quartal";"08";"Kokerei,Mineralölverarb.,Herst.u.Verarb.v.Spalt-u.Brutstoff. 23";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"3. Quartal";"08";"Herstellung von Gummi- und Kunststoffwaren 25";11;1145;5;167;146;2562;2238;9388;0;0;8199;2;9362;0;8176
"2016";"3. Quartal";"08";"Glasgewerbe, Keramik, Verarbeitung von Steinen und Erden 26";22;8317;35;1163;140;33872;4073;245497;157473;138547;29517;52;239309;156432;28773
"2016";"3. Quartal";"08";"Metallerzeugung und -bearbeitung";10;1561;7;233;149;5665;3629;17514;7293;1451;11219;4;16943;7028;10854
"2016";"3. Quartal";"08";"Herstellung von Metallerzeugnissen";22;4100;17;613;150;14149;3451;38834;24185;4288;9471;8;37177;23055;9068
"2016";"3. Quartal";"08";"Maschinenbau 29";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"3. Quartal";"08";"Herst.v.Büromasch.,Datenverarbeitungsgeräten u.-einrichtgen.";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"3. Quartal";"08";"Herstellung v.Geräten der Elektrizitätserzeugung, -verteilg.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"3. Quartal";"08";"Rundfunk-, Fernseh- und Nachrichtentechnik";5;572;2;76;133;1178;2059;3370;0;0;5891;1;2001;0;3498
"2016";"3. Quartal";"08";"Medizin-, Meß-, Steuer- und Regelungstechnik, Optik";13;1299;5;183;141;4580;3526;19297;5057;3223;14855;4;18058;4182;13901
"2016";"3. Quartal";"09";"Verarbeitendes Gewerbe gesamt";118;24204;100;3388;140;84786;3503;554386;303680;200215;22904;100;537926;298754;22225
"2016";"3. Quartal";"09";"Kohlenbergbau, Torfgewinnung";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"3. Quartal";"09";"Gewinnung v.Erdöl u.Erbringung damit verbund.Dienstleistgen.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"3. Quartal";"09";"Bergbau auf Uran- und Thoriumerze";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"3. Quartal";"09";"Bekleidungsgewerbe";7;1635;7;229;140;4266;2609;19895;0;0;12168;4;19030;0;11639
"2016";"3. Quartal";"09";"Holzgewerbe (ohne Herstellung von Möbeln) 20";4;361;2;53;147;904;2504;9878;2972;2092;27362;2;8113;2834;22474
"2016";"3. Quartal";"09";"Papiergewerbe";6;1565;7;197;126;5538;3539;26879;0;0;17175;5;25186;0;16093
"2016";"3. Quartal";"09";"Verlags-,Druckgew.,Vervielfält.v.besp.Ton-,Bild-u.Datenträg.";4;388;2;54;139;921;2374;6092;0;0;15701;1;6079;0;15668
"2016";"3. Quartal";"09";"Kokerei,Mineralölverarb.,Herst.u.Verarb.v.Spalt-u.Brutstoff. 23";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"3. Quartal";"09";"Herstellung von Gummi- und Kunststoffwaren 25";11;1143;5;166;145;2552;2233;10166;1510;1091;8894;2;10149;1509;8879
"2016";"3. Quartal";"09";"Glasgewerbe, Keramik, Verarbeitung von Steinen und Erden 26";22;8350;35;1157;139;32461;3888;269982;0;0;32333;49;264601;0;31689
"2016";"3. Quartal";"09";"Metallerzeugung und -bearbeitung";10;1564;7;224;143;7565;4837;23217;8326;2112;14844;4;22829;8183;14597
"2016";"3. Quartal";"09";"Herstellung von Metallerzeugnissen";22;4114;17;604;147;14192;3450;68533;51375;3250;16658;12;67249;50582;16346
"2016";"3. Quartal";"09";"Maschinenbau 29";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"3. Quartal";"09";"Herst.v.Büromasch.,Datenverarbeitungsgeräten u.-einrichtgen.";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"3. Quartal";"09";"Herstellung v.Geräten der Elektrizitätserzeugung, -verteilg.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"3. Quartal";"09";"Rundfunk-, Fernseh- und Nachrichtentechnik";5;582;2;76;131;1172;2014;3694;0;0;6347;1;2152;0;3698
"2016";"3. Quartal";"09";"Medizin-, Meß-, Steuer- und Regelungstechnik, Optik";13;1298;5;188;145;4605;3548;19057;3148;1839;14681;3;17764;2169;13686
"2016";"4. Quartal";"10";"Verarbeitendes Gewerbe gesamt";118;24057;100;3127;130;83419;3468;453140;213854;145906;18836;100;440821;211756;18324
"2016";"4. Quartal";"10";"Kohlenbergbau, Torfgewinnung";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"4. Quartal";"10";"Gewinnung v.Erdöl u.Erbringung damit verbund.Dienstleistgen.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"4. Quartal";"10";"Bergbau auf Uran- und Thoriumerze";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"4. Quartal";"10";"Bekleidungsgewerbe";7;1619;7;204;126;4346;2684;19410;0;0;11988;4;18387;0;11357
"2016";"4. Quartal";"10";"Holzgewerbe (ohne Herstellung von Möbeln) 20";4;361;2;46;127;1016;2814;8452;2610;2057;23412;2;6906;2483;19130
"2016";"4. Quartal";"10";"Papiergewerbe";6;1573;7;189;120;5595;3557;33445;0;0;21261;7;31127;0;19788
"2016";"4. Quartal";"10";"Verlags-,Druckgew.,Vervielfält.v.besp.Ton-,Bild-u.Datenträg.";4;387;2;49;127;965;2494;6022;0;0;15560;1;6002;0;15509
"2016";"4. Quartal";"10";"Kokerei,Mineralölverarb.,Herst.u.Verarb.v.Spalt-u.Brutstoff. 23";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"4. Quartal";"10";"Herstellung von Gummi- und Kunststoffwaren 25";11;1147;5;152;133;2566;2237;8278;984;730;7217;2;8257;984;7199
"2016";"4. Quartal";"10";"Glasgewerbe, Keramik, Verarbeitung von Steinen und Erden 26";22;8221;34;1087;132;32228;3920;199532;122113;105630;24271;44;197325;121808;24003
"2016";"4. Quartal";"10";"Metallerzeugung und -bearbeitung";10;1532;6;213;139;5373;3507;22519;10032;1761;14699;5;22063;9882;14401
"2016";"4. Quartal";"10";"Herstellung von Metallerzeugnissen";22;4107;17;560;136;14621;3560;54535;27784;3393;13278;12;53263;26995;12969
"2016";"4. Quartal";"10";"Maschinenbau 29";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"4. Quartal";"10";"Herst.v.Büromasch.,Datenverarbeitungsgeräten u.-einrichtgen.";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"4. Quartal";"10";"Herstellung v.Geräten der Elektrizitätserzeugung, -verteilg.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"4. Quartal";"10";"Rundfunk-, Fernseh- und Nachrichtentechnik";5;581;2;67;115;1257;2164;3120;0;0;5370;1;1557;0;2680
"2016";"4. Quartal";"10";"Medizin-, Meß-, Steuer- und Regelungstechnik, Optik";13;1297;5;166;128;4591;3540;13311;3298;2641;10262;3;12806;3191;9874
"2016";"4. Quartal";"11";"Verarbeitendes Gewerbe gesamt";118;24052;100;3411;142;114394;4756;565381;301067;226084;23506;100;547818;297790;22776
"2016";"4. Quartal";"11";"Kohlenbergbau, Torfgewinnung";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"4. Quartal";"11";"Gewinnung v.Erdöl u.Erbringung damit verbund.Dienstleistgen.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"4. Quartal";"11";"Bergbau auf Uran- und Thoriumerze";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"4. Quartal";"11";"Bekleidungsgewerbe";7;1629;7;230;141;5812;3568;19572;0;0;12014;4;18377;0;11281
"2016";"4. Quartal";"11";"Holzgewerbe (ohne Herstellung von Möbeln) 20";4;360;2;51;142;1248;3467;9151;2831;2120;25419;2;7638;2694;21217
"2016";"4. Quartal";"11";"Papiergewerbe";6;1575;7;208;132;9829;6241;34287;0;0;21769;6;32402;0;20573
"2016";"4. Quartal";"11";"Verlags-,Druckgew.,Vervielfält.v.besp.Ton-,Bild-u.Datenträg.";4;395;2;54;137;1128;2856;5299;0;0;13415;1;5277;0;13359
"2016";"4. Quartal";"11";"Kokerei,Mineralölverarb.,Herst.u.Verarb.v.Spalt-u.Brutstoff. 23";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"4. Quartal";"11";"Herstellung von Gummi- und Kunststoffwaren 25";11;1140;5;168;147;2801;2457;10648;2117;1088;9340;2;10615;2089;9311
"2016";"4. Quartal";"11";"Glasgewerbe, Keramik, Verarbeitung von Steinen und Erden 26";22;8203;34;1161;142;44161;5384;274287;0;0;33437;49;268768;0;32765
"2016";"4. Quartal";"11";"Metallerzeugung und -bearbeitung";10;1531;6;229;150;5972;3901;26127;11350;1201;17065;5;25578;11232;16707
"2016";"4. Quartal";"11";"Herstellung von Metallerzeugnissen";22;4106;17;608;148;18927;4610;66525;39937;8664;16201;12;65367;39261;15920
"2016";"4. Quartal";"11";"Maschinenbau 29";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"4. Quartal";"11";"Herst.v.Büromasch.,Datenverarbeitungsgeräten u.-einrichtgen.";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"4. Quartal";"11";"Herstellung v.Geräten der Elektrizitätserzeugung, -verteilg.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"4. Quartal";"11";"Rundfunk-, Fernseh- und Nachrichtentechnik";5;579;2;75;130;1291;2230;3566;0;0;6158;1;2110;0;3644
"2016";"4. Quartal";"11";"Medizin-, Meß-, Steuer- und Regelungstechnik, Optik";13;1284;5;193;150;5496;4280;20589;4462;3900;16035;4;18527;3324;14429
"2016";"4. Quartal";"12";"Verarbeitendes Gewerbe gesamt";118;23962;100;3008;126;90284;3768;539401;285364;188402;22510;100;524182;281430;21876
"2016";"4. Quartal";"12";"Kohlenbergbau, Torfgewinnung";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"4. Quartal";"12";"Gewinnung v.Erdöl u.Erbringung damit verbund.Dienstleistgen.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"4. Quartal";"12";"Bergbau auf Uran- und Thoriumerze";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"4. Quartal";"12";"Bekleidungsgewerbe";7;1613;7;201;125;4058;2516;19528;0;0;12106;4;18746;0;11622
"2016";"4. Quartal";"12";"Holzgewerbe (ohne Herstellung von Möbeln) 20";4;359;2;48;134;903;2515;7936;2260;1628;22105;2;6478;2088;18045
"2016";"4. Quartal";"12";"Papiergewerbe";6;1593;7;186;117;6126;3846;38490;0;0;24161;7;36456;0;22885
"2016";"4. Quartal";"12";"Verlags-,Druckgew.,Vervielfält.v.besp.Ton-,Bild-u.Datenträg.";4;395;2;47;119;967;2448;4708;0;0;11918;1;4693;0;11881
"2016";"4. Quartal";"12";"Kokerei,Mineralölverarb.,Herst.u.Verarb.v.Spalt-u.Brutstoff. 23";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"4. Quartal";"12";"Herstellung von Gummi- und Kunststoffwaren 25";11;1138;5;139;122;2682;2357;9956;920;705;8748;2;9944;916;8738
"2016";"4. Quartal";"12";"Glasgewerbe, Keramik, Verarbeitung von Steinen und Erden 26";22;8173;34;1057;129;37725;4616;227814;0;0;27873;42;224481;0;27466
"2016";"4. Quartal";"12";"Metallerzeugung und -bearbeitung";10;1522;6;204;134;5536;3637;28012;11096;2819;18404;5;27407;10951;18007
"2016";"4. Quartal";"12";"Herstellung von Metallerzeugnissen";22;4106;17;537;131;14701;3580;93033;66864;11173;22657;17;91153;65815;22200
"2016";"4. Quartal";"12";"Maschinenbau 29";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"4. Quartal";"12";"Herst.v.Büromasch.,Datenverarbeitungsgeräten u.-einrichtgen.";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"4. Quartal";"12";"Herstellung v.Geräten der Elektrizitätserzeugung, -verteilg.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"4. Quartal";"12";"Rundfunk-, Fernseh- und Nachrichtentechnik";5;570;2;70;123;1194;2095;4182;0;0;7336;1;2316;0;4063
"2016";"4. Quartal";"12";"Medizin-, Meß-, Steuer- und Regelungstechnik, Optik";13;1280;5;163;127;4747;3709;26802;4187;2617;20939;5;26068;3712;20366
"2017";"1. Quartal";"01";"Verarbeitendes Gewerbe gesamt";119;24052;100;3485;145;89242;3710;428770;221619;162035;17826;100;418559;219323;17402
"2017";"1. Quartal";"01";"Kohlenbergbau, Torfgewinnung";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"1. Quartal";"01";"Gewinnung v.Erdöl u.Erbringung damit verbund.Dienstleistgen.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"1. Quartal";"01";"Bergbau auf Uran- und Thoriumerze";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"1. Quartal";"01";"Bekleidungsgewerbe";7;1584;7;222;140;4242;2678;15524;0;0;9800;4;14708;0;9285
"2017";"1. Quartal";"01";"Holzgewerbe (ohne Herstellung von Möbeln) 20";4;349;2;52;149;895;2564;7020;2438;1623;20114;2;5691;2385;16307
"2017";"1. Quartal";"01";"Papiergewerbe";6;1581;7;230;145;6212;3929;25972;0;0;16427;6;24776;0;15671
"2017";"1. Quartal";"01";"Verlags-,Druckgew.,Vervielfält.v.besp.Ton-,Bild-u.Datenträg.";3;342;1;48;140;814;2380;5126;0;0;14988;1;5103;0;14921
"2017";"1. Quartal";"01";"Kokerei,Mineralölverarb.,Herst.u.Verarb.v.Spalt-u.Brutstoff. 23";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"1. Quartal";"01";"Herstellung von Gummi- und Kunststoffwaren 25";11;1145;5;174;152;2639;2305;9239;1101;820;8068;2;9227;1101;8059
"2017";"1. Quartal";"01";"Glasgewerbe, Keramik, Verarbeitung von Steinen und Erden 26";23;8203;34;1178;144;36631;4466;226201;0;0;27575;53;223299;0;27222
"2017";"1. Quartal";"01";"Metallerzeugung und -bearbeitung";11;1564;7;230;147;5424;3468;24415;11044;1198;15610;6;23979;10906;15332
"2017";"1. Quartal";"01";"Herstellung von Metallerzeugnissen";22;4217;18;634;150;15241;3614;31349;19432;3014;7433;7;30207;18795;7163
"2017";"1. Quartal";"01";"Maschinenbau 29";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"1. Quartal";"01";"Herst.v.Büromasch.,Datenverarbeitungsgeräten u.-einrichtgen.";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"1. Quartal";"01";"Herstellung v.Geräten der Elektrizitätserzeugung, -verteilg.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"1. Quartal";"01";"Rundfunk-, Fernseh- und Nachrichtentechnik";5;573;2;79;138;1322;2307;2536;0;0;4425;1;1377;0;2403
"2017";"1. Quartal";"01";"Medizin-, Meß-, Steuer- und Regelungstechnik, Optik";12;1232;5;177;144;4869;3952;8981;832;29;7289;2;8729;832;7085
"2017";"1. Quartal";"02";"Verarbeitendes Gewerbe gesamt";118;23984;100;3152;131;84600;3527;431403;206599;153816;17987;100;419235;203659;17480
"2017";"1. Quartal";"02";"Kohlenbergbau, Torfgewinnung";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"1. Quartal";"02";"Gewinnung v.Erdöl u.Erbringung damit verbund.Dienstleistgen.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"1. Quartal";"02";"Bergbau auf Uran- und Thoriumerze";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"1. Quartal";"02";"Bekleidungsgewerbe";7;1572;7;203;129;4011;2552;16657;0;0;10596;4;15792;0;10046
"2017";"1. Quartal";"02";"Holzgewerbe (ohne Herstellung von Möbeln) 20";4;353;2;48;136;901;2552;7394;2746;1775;20946;2;6258;2559;17728
"2017";"1. Quartal";"02";"Papiergewerbe";6;1591;7;216;136;5873;3691;27587;0;0;17339;6;26593;0;16715
"2017";"1. Quartal";"02";"Verlags-,Druckgew.,Vervielfält.v.besp.Ton-,Bild-u.Datenträg.";3;340;1;46;135;794;2335;4346;0;0;12782;1;4338;0;12759
"2017";"1. Quartal";"02";"Kokerei,Mineralölverarb.,Herst.u.Verarb.v.Spalt-u.Brutstoff. 23";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"1. Quartal";"02";"Herstellung von Gummi- und Kunststoffwaren 25";11;1151;5;159;138;2637;2291;13075;0;0;11359;3;13067;0;11353
"2017";"1. Quartal";"02";"Glasgewerbe, Keramik, Verarbeitung von Steinen und Erden 26";23;8234;34;1056;128;34090;4140;215030;0;0;26114;50;210023;0;25507
"2017";"1. Quartal";"02";"Metallerzeugung und -bearbeitung";11;1572;7;220;140;5462;3475;21723;10347;3367;13818;5;21367;10146;13592
"2017";"1. Quartal";"02";"Herstellung von Metallerzeugnissen";22;4203;18;575;137;14208;3380;33882;17234;3089;8061;8;32776;16652;7798
"2017";"1. Quartal";"02";"Maschinenbau 29";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"1. Quartal";"02";"Herst.v.Büromasch.,Datenverarbeitungsgeräten u.-einrichtgen.";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"1. Quartal";"02";"Herstellung v.Geräten der Elektrizitätserzeugung, -verteilg.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"1. Quartal";"02";"Rundfunk-, Fernseh- und Nachrichtentechnik";5;572;2;70;122;1309;2288;3686;0;0;6444;1;2332;0;4077
"2017";"1. Quartal";"02";"Medizin-, Meß-, Steuer- und Regelungstechnik, Optik";11;1141;5;158;138;4040;3541;9163;0;0;8030;2;8892;0;7793
"2017";"1. Quartal";"03";"Verarbeitendes Gewerbe gesamt";118;23968;100;3618;151;87353;3645;526646;260968;186063;21972;100;514048;258492;21447
"2017";"1. Quartal";"03";"Kohlenbergbau, Torfgewinnung";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"1. Quartal";"03";"Gewinnung v.Erdöl u.Erbringung damit verbund.Dienstleistgen.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"1. Quartal";"03";"Bergbau auf Uran- und Thoriumerze";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"1. Quartal";"03";"Bekleidungsgewerbe";7;1611;7;228;142;4133;2565;18935;0;0;11753;4;18031;0;11192
"2017";"1. Quartal";"03";"Holzgewerbe (ohne Herstellung von Möbeln) 20";4;347;1;54;156;950;2738;8709;3299;2211;25097;2;7025;3124;20245
"2017";"1. Quartal";"03";"Papiergewerbe";6;1602;7;229;143;9626;6009;28784;0;0;17967;6;27364;0;17081
"2017";"1. Quartal";"03";"Verlags-,Druckgew.,Vervielfält.v.besp.Ton-,Bild-u.Datenträg.";3;343;1;52;152;866;2525;5231;0;0;15250;1;5205;0;15175
"2017";"1. Quartal";"03";"Kokerei,Mineralölverarb.,Herst.u.Verarb.v.Spalt-u.Brutstoff. 23";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"1. Quartal";"03";"Herstellung von Gummi- und Kunststoffwaren 25";11;1167;5;183;157;2746;2353;10574;1189;816;9060;2;10525;1187;9019
"2017";"1. Quartal";"03";"Glasgewerbe, Keramik, Verarbeitung von Steinen und Erden 26";23;8151;34;1213;149;31928;3917;266946;172649;147217;32750;51;264325;172093;32429
"2017";"1. Quartal";"03";"Metallerzeugung und -bearbeitung";11;1570;7;257;164;6086;3876;28265;13198;2679;18003;5;27484;13027;17506
"2017";"1. Quartal";"03";"Herstellung von Metallerzeugnissen";22;4205;18;659;157;14544;3459;51497;25537;4044;12246;10;50007;24655;11892
"2017";"1. Quartal";"03";"Maschinenbau 29";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"1. Quartal";"03";"Herst.v.Büromasch.,Datenverarbeitungsgeräten u.-einrichtgen.";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"1. Quartal";"03";"Herstellung v.Geräten der Elektrizitätserzeugung, -verteilg.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"1. Quartal";"03";"Rundfunk-, Fernseh- und Nachrichtentechnik";5;568;2;83;146;1259;2217;4266;0;0;7510;1;2433;0;4283
"2017";"1. Quartal";"03";"Medizin-, Meß-, Steuer- und Regelungstechnik, Optik";11;1135;5;179;158;4053;3571;12512;0;0;11023;2;12245;0;10789
"2017";"2. Quartal";"04";"Verarbeitendes Gewerbe gesamt";118;23987;100;3057;127;97466;4063;453110;219784;148011;18889;100;439614;216886;18327
"2017";"2. Quartal";"04";"Kohlenbergbau, Torfgewinnung";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"2. Quartal";"04";"Gewinnung v.Erdöl u.Erbringung damit verbund.Dienstleistgen.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"2. Quartal";"04";"Bergbau auf Uran- und Thoriumerze";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"2. Quartal";"04";"Bekleidungsgewerbe";7;1617;7;200;124;4176;2583;16603;0;0;10267;4;15742;0;9735
"2017";"2. Quartal";"04";"Holzgewerbe (ohne Herstellung von Möbeln) 20";4;347;1;43;124;891;2568;8206;3341;2293;23648;2;7160;3136;20634
"2017";"2. Quartal";"04";"Papiergewerbe";6;1612;7;209;130;6116;3794;25416;0;0;15766;6;23948;0;14856
"2017";"2. Quartal";"04";"Verlags-,Druckgew.,Vervielfält.v.besp.Ton-,Bild-u.Datenträg.";3;346;1;43;124;783;2263;4331;0;0;12517;1;4326;0;12503
"2017";"2. Quartal";"04";"Kokerei,Mineralölverarb.,Herst.u.Verarb.v.Spalt-u.Brutstoff. 23";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"2. Quartal";"04";"Herstellung von Gummi- und Kunststoffwaren 25";11;1165;5;148;127;2607;2238;9166;1090;777;7867;2;9112;1063;7821
"2017";"2. Quartal";"04";"Glasgewerbe, Keramik, Verarbeitung von Steinen und Erden 26";23;8132;34;1058;130;40745;5010;212343;0;0;26112;47;208679;0;25661
"2017";"2. Quartal";"04";"Metallerzeugung und -bearbeitung";11;1579;7;204;129;5683;3599;22140;10617;1449;14021;5;21663;10425;13719
"2017";"2. Quartal";"04";"Herstellung von Metallerzeugnissen";22;4198;18;549;131;17623;4198;36411;21918;3967;8673;8;35116;21122;8365
"2017";"2. Quartal";"04";"Maschinenbau 29";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"2. Quartal";"04";"Herst.v.Büromasch.,Datenverarbeitungsgeräten u.-einrichtgen.";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"2. Quartal";"04";"Herstellung v.Geräten der Elektrizitätserzeugung, -verteilg.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"2. Quartal";"04";"Rundfunk-, Fernseh- und Nachrichtentechnik";5;574;2;69;120;1258;2192;3076;0;0;5358;1;1733;0;3019
"2017";"2. Quartal";"04";"Medizin-, Meß-, Steuer- und Regelungstechnik, Optik";11;1127;5;150;133;3990;3540;10809;0;0;9590;2;10448;0;9271
"2017";"2. Quartal";"05";"Verarbeitendes Gewerbe gesamt";118;23977;100;3361;140;95324;3976;493260;243839;152347;20572;100;478989;240395;19977
