,Jahr,Stadtraum,Heizenergie,Anteil in %
402,2002,"09 Tolkewitz, Seidnitz, Gruna",Öl,"21,1"
403,2002,"09 Tolkewitz, Seidnitz, Gruna",Strom,"2,8"
404,2002,"09 Tolkewitz, Seidnitz, Gruna",sonstige,0
405,2002,10 StB Leuben,Kohle,"6,8"
406,2002,10 StB Leuben,Gas,"73,1"
407,2002,10 StB Leuben,Öl,"10,3"
408,2002,10 StB Leuben,Strom,"6,4"
409,2002,10 StB Leuben,sonstige,"3,4"
410,2002,"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)",Kohle,"1,1"
411,2002,"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)",Gas,"74,5"
412,2002,"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)",Öl,"3,5"
413,2002,"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)",Strom,"18,6"
414,2002,"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)",sonstige,"2,3"
415,2002,"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)",Kohle,"1,3"
416,2002,"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)",Gas,"80,1"
417,2002,"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)",Öl,"12,7"
418,2002,"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)",Strom,"5,3"
419,2002,"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)",sonstige,"0,6"
420,2002,"13 Südvorstadt, Zschertnitz",Kohle,"3,6"
421,2002,"13 Südvorstadt, Zschertnitz",Gas,"76,1"
422,2002,"13 Südvorstadt, Zschertnitz",Öl,"16,4"
423,2002,"13 Südvorstadt, Zschertnitz",Strom,4
424,2002,"13 Südvorstadt, Zschertnitz",sonstige,0
425,2002,"14 Mockritz, Coschütz, Plauen",Kohle,"7,1"
426,2002,"14 Mockritz, Coschütz, Plauen",Gas,"83,6"
427,2002,"14 Mockritz, Coschütz, Plauen",Öl,"4,4"
428,2002,"14 Mockritz, Coschütz, Plauen",Strom,"1,3"
429,2002,"14 Mockritz, Coschütz, Plauen",sonstige,"3,5"
430,2002,"15 Cotta, Löbtau, Naußlitz, Dölzschen",Kohle,"8,9"
431,2002,"15 Cotta, Löbtau, Naußlitz, Dölzschen",Gas,"78,4"
432,2002,"15 Cotta, Löbtau, Naußlitz, Dölzschen",Öl,"7,4"
433,2002,"15 Cotta, Löbtau, Naußlitz, Dölzschen",Strom,"5,4"
434,2002,"15 Cotta, Löbtau, Naußlitz, Dölzschen",sonstige,0
435,2002,16 Gorbitz,Kohle,0
436,2002,16 Gorbitz,Gas,"45,6"
437,2002,16 Gorbitz,Öl,"54,4"
438,2002,16 Gorbitz,Strom,0
439,2002,16 Gorbitz,sonstige,0
440,2002,17 Briesnitz und westliche OS,Kohle,3
441,2002,17 Briesnitz und westliche OS,Gas,"55,3"
442,2002,17 Briesnitz und westliche OS,Öl,"32,6"
443,2002,17 Briesnitz und westliche OS,Strom,"6,4"
444,2002,17 Briesnitz und westliche OS,sonstige,"2,7"
445,2002,18 Dresden gesamt,Kohle,"4,6"
446,2002,18 Dresden gesamt,Gas,"75,3"
447,2002,18 Dresden gesamt,Öl,"14,5"
448,2002,18 Dresden gesamt,Strom,"4,2"
449,2002,18 Dresden gesamt,sonstige,"1,3"
450,2005,01 StB Altstadt ohne Johannstadt,Kohle,"9,9"
451,2005,01 StB Altstadt ohne Johannstadt,Gas,"52,9"
452,2005,01 StB Altstadt ohne Johannstadt,Öl,"7,2"
453,2005,01 StB Altstadt ohne Johannstadt,Strom,30
454,2005,01 StB Altstadt ohne Johannstadt,sonstige,0
455,2005,02 Johannstadt,Kohle,13
456,2005,02 Johannstadt,Gas,67
457,2005,02 Johannstadt,Öl,9
458,2005,02 Johannstadt,Strom,11
459,2005,02 Johannstadt,sonstige,0
460,2005,03 StB Neustadt ohne Leipziger Vorstadt,Kohle,"10,8"
461,2005,03 StB Neustadt ohne Leipziger Vorstadt,Gas,"70,4"
462,2005,03 StB Neustadt ohne Leipziger Vorstadt,Öl,"5,1"
463,2005,03 StB Neustadt ohne Leipziger Vorstadt,Strom,"11,6"
464,2005,03 StB Neustadt ohne Leipziger Vorstadt,sonstige,"2,1"
465,2005,"04 Leipziger Vorstadt, Pieschen",Kohle,"6,2"
466,2005,"04 Leipziger Vorstadt, Pieschen",Gas,"76,1"
467,2005,"04 Leipziger Vorstadt, Pieschen",Öl,11
468,2005,"04 Leipziger Vorstadt, Pieschen",Strom,"5,9"
469,2005,"04 Leipziger Vorstadt, Pieschen",sonstige,"0,9"
470,2005,"05 Mickten, Kaditz, Trachau",Kohle,"1,3"
471,2005,"05 Mickten, Kaditz, Trachau",Gas,"87,4"
472,2005,"05 Mickten, Kaditz, Trachau",Öl,"9,8"
473,2005,"05 Mickten, Kaditz, Trachau",Strom,1
474,2005,"05 Mickten, Kaditz, Trachau",sonstige,"0,6"
475,2005,06 StB Klotzsche und nördliche OS,Kohle,"2,2"
476,2005,06 StB Klotzsche und nördliche OS,Gas,"73,3"
477,2005,06 StB Klotzsche und nördliche OS,Öl,"16,9"
478,2005,06 StB Klotzsche und nördliche OS,Strom,"4,7"
479,2005,06 StB Klotzsche und nördliche OS,sonstige,"2,9"
480,2005,07 StB Loschwitz und OS Schönfeld-Weißig,Kohle,"7,7"
481,2005,07 StB Loschwitz und OS Schönfeld-Weißig,Gas,"77,1"
482,2005,07 StB Loschwitz und OS Schönfeld-Weißig,Öl,"12,9"
483,2005,07 StB Loschwitz und OS Schönfeld-Weißig,Strom,"1,7"
484,2005,07 StB Loschwitz und OS Schönfeld-Weißig,sonstige,"0,6"
485,2005,"08 Blasewitz, Striesen",Kohle,"0,3"
486,2005,"08 Blasewitz, Striesen",Gas,"85,4"
487,2005,"08 Blasewitz, Striesen",Öl,9
488,2005,"08 Blasewitz, Striesen",Strom,"3,7"
489,2005,"08 Blasewitz, Striesen",sonstige,"1,6"
490,2005,"09 Tolkewitz, Seidnitz, Gruna",Kohle,2
491,2005,"09 Tolkewitz, Seidnitz, Gruna",Gas,91
492,2005,"09 Tolkewitz, Seidnitz, Gruna",Öl,"7,1"
493,2005,"09 Tolkewitz, Seidnitz, Gruna",Strom,0
494,2005,"09 Tolkewitz, Seidnitz, Gruna",sonstige,0
495,2005,10 StB Leuben,Kohle,"0,5"
496,2005,10 StB Leuben,Gas,"90,6"
497,2005,10 StB Leuben,Öl,7
498,2005,10 StB Leuben,Strom,"1,1"
499,2005,10 StB Leuben,sonstige,"0,8"
500,2005,"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)",Kohle,"5,2"
501,2005,"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)",Gas,86
502,2005,"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)",Öl,"4,2"
503,2005,"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)",Strom,"3,5"
504,2005,"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)",sonstige,"1,1"
505,2005,"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)",Kohle,"2,2"
506,2005,"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)",Gas,"79,2"
507,2005,"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)",Öl,"10,7"
508,2005,"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)",Strom,"6,6"
509,2005,"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)",sonstige,"1,2"
510,2005,"13 Südvorstadt, Zschertnitz",Kohle,"10,7"
511,2005,"13 Südvorstadt, Zschertnitz",Gas,"77,5"
512,2005,"13 Südvorstadt, Zschertnitz",Öl,"4,4"
513,2005,"13 Südvorstadt, Zschertnitz",Strom,"7,5"
514,2005,"13 Südvorstadt, Zschertnitz",sonstige,0
515,2005,"14 Mockritz, Coschütz, Plauen",Kohle,0
516,2005,"14 Mockritz, Coschütz, Plauen",Gas,83
517,2005,"14 Mockritz, Coschütz, Plauen",Öl,"14,3"
518,2005,"14 Mockritz, Coschütz, Plauen",Strom,"2,7"
519,2005,"14 Mockritz, Coschütz, Plauen",sonstige,0
520,2005,"15 Cotta, Löbtau, Naußlitz, Dölzschen",Kohle,"3,2"
521,2005,"15 Cotta, Löbtau, Naußlitz, Dölzschen",Gas,"82,8"
522,2005,"15 Cotta, Löbtau, Naußlitz, Dölzschen",Öl,"9,2"
523,2005,"15 Cotta, Löbtau, Naußlitz, Dölzschen",Strom,"2,6"
524,2005,"15 Cotta, Löbtau, Naußlitz, Dölzschen",sonstige,"2,1"
525,2005,16 Gorbitz,Kohle,0
526,2005,16 Gorbitz,Gas,"73,2"
527,2005,16 Gorbitz,Öl,"22,7"
528,2005,16 Gorbitz,Strom,0
529,2005,16 Gorbitz,sonstige,"4,1"
530,2005,17 Briesnitz und westliche OS,Kohle,"5,3"
531,2005,17 Briesnitz und westliche OS,Gas,"68,6"
532,2005,17 Briesnitz und westliche OS,Öl,"23,8"
533,2005,17 Briesnitz und westliche OS,Strom,"2,3"
534,2005,17 Briesnitz und westliche OS,sonstige,0
535,2005,18 Dresden gesamt,Kohle,"3,9"
536,2005,18 Dresden gesamt,Gas,"79,9"
537,2005,18 Dresden gesamt,Öl,"11,2"
538,2005,18 Dresden gesamt,Strom,"3,9"
539,2005,18 Dresden gesamt,sonstige,"1,1"
540,2007,01 StB Altstadt ohne Johannstadt,Kohle,2
541,2007,01 StB Altstadt ohne Johannstadt,Gas,"43,5"
542,2007,01 StB Altstadt ohne Johannstadt,Öl,"18,3"
543,2007,01 StB Altstadt ohne Johannstadt,Strom,"36,1"
544,2007,01 StB Altstadt ohne Johannstadt,sonstige,0
545,2007,02 Johannstadt,Kohle,"10,9"
546,2007,02 Johannstadt,Gas,"62,1"
547,2007,02 Johannstadt,Öl,"12,4"
548,2007,02 Johannstadt,Strom,"13,2"
549,2007,02 Johannstadt,sonstige,"1,3"
550,2007,03 StB Neustadt ohne Leipziger Vorstadt,Kohle,"12,4"
551,2007,03 StB Neustadt ohne Leipziger Vorstadt,Gas,"64,5"
552,2007,03 StB Neustadt ohne Leipziger Vorstadt,Öl,"15,3"
553,2007,03 StB Neustadt ohne Leipziger Vorstadt,Strom,"5,3"
554,2007,03 StB Neustadt ohne Leipziger Vorstadt,sonstige,"2,5"
555,2007,"04 Leipziger Vorstadt, Pieschen",Kohle,"10,4"
556,2007,"04 Leipziger Vorstadt, Pieschen",Gas,"74,8"
557,2007,"04 Leipziger Vorstadt, Pieschen",Öl,"9,4"
558,2007,"04 Leipziger Vorstadt, Pieschen",Strom,"4,6"
559,2007,"04 Leipziger Vorstadt, Pieschen",sonstige,"0,7"
560,2007,"05 Mickten, Kaditz, Trachau",Kohle,"0,6"
561,2007,"05 Mickten, Kaditz, Trachau",Gas,"77,4"
562,2007,"05 Mickten, Kaditz, Trachau",Öl,"14,8"
563,2007,"05 Mickten, Kaditz, Trachau",Strom,"5,6"
564,2007,"05 Mickten, Kaditz, Trachau",sonstige,"1,7"
565,2007,06 StB Klotzsche und nördliche OS,Kohle,"2,3"
566,2007,06 StB Klotzsche und nördliche OS,Gas,"66,5"
567,2007,06 StB Klotzsche und nördliche OS,Öl,"22,5"
568,2007,06 StB Klotzsche und nördliche OS,Strom,"6,4"
569,2007,06 StB Klotzsche und nördliche OS,sonstige,"2,4"
570,2007,07 StB Loschwitz und OS Schönfeld-Weißig,Kohle,3
571,2007,07 StB Loschwitz und OS Schönfeld-Weißig,Gas,74
572,2007,07 StB Loschwitz und OS Schönfeld-Weißig,Öl,"14,9"
573,2007,07 StB Loschwitz und OS Schönfeld-Weißig,Strom,4
574,2007,07 StB Loschwitz und OS Schönfeld-Weißig,sonstige,"4,1"
575,2007,"08 Blasewitz, Striesen",Kohle,"0,7"
576,2007,"08 Blasewitz, Striesen",Gas,"79,3"
577,2007,"08 Blasewitz, Striesen",Öl,"11,7"
578,2007,"08 Blasewitz, Striesen",Strom,"7,9"
579,2007,"08 Blasewitz, Striesen",sonstige,"0,5"
580,2007,"09 Tolkewitz, Seidnitz, Gruna",Kohle,"1,3"
581,2007,"09 Tolkewitz, Seidnitz, Gruna",Gas,"76,4"
582,2007,"09 Tolkewitz, Seidnitz, Gruna",Öl,"13,2"
583,2007,"09 Tolkewitz, Seidnitz, Gruna",Strom,7
584,2007,"09 Tolkewitz, Seidnitz, Gruna",sonstige,"2,1"
585,2007,10 StB Leuben,Kohle,"0,3"
586,2007,10 StB Leuben,Gas,"88,9"
587,2007,10 StB Leuben,Öl,"3,4"
588,2007,10 StB Leuben,Strom,"5,7"
589,2007,10 StB Leuben,sonstige,"1,6"
590,2007,"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)",Kohle,0
591,2007,"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)",Gas,"82,1"
592,2007,"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)",Öl,"11,6"
593,2007,"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)",Strom,"4,3"
594,2007,"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)",sonstige,2
595,2007,"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)",Kohle,"0,5"
596,2007,"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)",Gas,"85,5"
597,2007,"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)",Öl,7
598,2007,"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)",Strom,6
599,2007,"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)",sonstige,1
600,2007,"13 Südvorstadt, Zschertnitz",Kohle,"3,1"
601,2007,"13 Südvorstadt, Zschertnitz",Gas,"81,1"
602,2007,"13 Südvorstadt, Zschertnitz",Öl,"10,6"
603,2007,"13 Südvorstadt, Zschertnitz",Strom,"3,5"
604,2007,"13 Südvorstadt, Zschertnitz",sonstige,"1,8"
605,2007,"14 Mockritz, Coschütz, Plauen",Kohle,"0,9"
606,2007,"14 Mockritz, Coschütz, Plauen",Gas,"84,8"
607,2007,"14 Mockritz, Coschütz, Plauen",Öl,"10,3"
608,2007,"14 Mockritz, Coschütz, Plauen",Strom,4
609,2007,"14 Mockritz, Coschütz, Plauen",sonstige,0
610,2007,"15 Cotta, Löbtau, Naußlitz, Dölzschen",Kohle,4
611,2007,"15 Cotta, Löbtau, Naußlitz, Dölzschen",Gas,"83,4"
612,2007,"15 Cotta, Löbtau, Naußlitz, Dölzschen",Öl,"6,7"
613,2007,"15 Cotta, Löbtau, Naußlitz, Dölzschen",Strom,"4,9"
614,2007,"15 Cotta, Löbtau, Naußlitz, Dölzschen",sonstige,1
615,2007,16 Gorbitz,Kohle,0
616,2007,16 Gorbitz,Gas,"78,9"
617,2007,16 Gorbitz,Öl,"3,1"
618,2007,16 Gorbitz,Strom,0
619,2007,16 Gorbitz,sonstige,18
620,2007,17 Briesnitz und westliche OS,Kohle,"0,6"
621,2007,17 Briesnitz und westliche OS,Gas,"70,4"
622,2007,17 Briesnitz und westliche OS,Öl,"25,5"
623,2007,17 Briesnitz und westliche OS,Strom,3
624,2007,17 Briesnitz und westliche OS,sonstige,"0,5"
625,2007,18 Dresden gesamt,Kohle,"3,1"
626,2007,18 Dresden gesamt,Gas,77
627,2007,18 Dresden gesamt,Öl,"12,6"
628,2007,18 Dresden gesamt,Strom,"5,7"
629,2007,18 Dresden gesamt,sonstige,"1,6"
630,2010,01 StB Altstadt ohne Johannstadt,Kohle,0
631,2010,01 StB Altstadt ohne Johannstadt,Gas,k.A.
632,2010,01 StB Altstadt ohne Johannstadt,Öl,k.A.
633,2010,01 StB Altstadt ohne Johannstadt,Strom,k.A.
634,2010,01 StB Altstadt ohne Johannstadt,sonstige,0
635,2010,02 Johannstadt,Kohle,0
636,2010,02 Johannstadt,Gas,k.A.
637,2010,02 Johannstadt,Öl,0
638,2010,02 Johannstadt,Strom,k.A.
639,2010,02 Johannstadt,sonstige,0
640,2010,03 StB Neustadt ohne Leipziger Vorstadt,Kohle,8
641,2010,03 StB Neustadt ohne Leipziger Vorstadt,Gas,"62,2"
642,2010,03 StB Neustadt ohne Leipziger Vorstadt,Öl,24
643,2010,03 StB Neustadt ohne Leipziger Vorstadt,Strom,"4,6"
644,2010,03 StB Neustadt ohne Leipziger Vorstadt,sonstige,"1,2"
645,2010,"04 Leipziger Vorstadt, Pieschen",Kohle,"3,2"
646,2010,"04 Leipziger Vorstadt, Pieschen",Gas,"77,2"
647,2010,"04 Leipziger Vorstadt, Pieschen",Öl,"10,1"
648,2010,"04 Leipziger Vorstadt, Pieschen",Strom,"8,8"
649,2010,"04 Leipziger Vorstadt, Pieschen",sonstige,"0,8"
650,2010,"05 Mickten, Kaditz, Trachau",Kohle,0
651,2010,"05 Mickten, Kaditz, Trachau",Gas,"81,3"
652,2010,"05 Mickten, Kaditz, Trachau",Öl,"13,2"
653,2010,"05 Mickten, Kaditz, Trachau",Strom,"4,1"
654,2010,"05 Mickten, Kaditz, Trachau",sonstige,"1,4"
655,2010,06 StB Klotzsche und nördliche OS,Kohle,"0,7"
656,2010,06 StB Klotzsche und nördliche OS,Gas,"70,6"
657,2010,06 StB Klotzsche und nördliche OS,Öl,"22,3"
658,2010,06 StB Klotzsche und nördliche OS,Strom,5
659,2010,06 StB Klotzsche und nördliche OS,sonstige,"1,4"
660,2010,07 StB Loschwitz und OS Schönfeld-Weißig,Kohle,0
661,2010,07 StB Loschwitz und OS Schönfeld-Weißig,Gas,"83,4"
662,2010,07 StB Loschwitz und OS Schönfeld-Weißig,Öl,"9,8"
663,2010,07 StB Loschwitz und OS Schönfeld-Weißig,Strom,"5,8"
664,2010,07 StB Loschwitz und OS Schönfeld-Weißig,sonstige,1
665,2010,"08 Blasewitz, Striesen",Kohle,"3,5"
666,2010,"08 Blasewitz, Striesen",Gas,"79,7"
667,2010,"08 Blasewitz, Striesen",Öl,"11,8"
668,2010,"08 Blasewitz, Striesen",Strom,5
669,2010,"08 Blasewitz, Striesen",sonstige,0
670,2010,"09 Tolkewitz, Seidnitz, Gruna",Kohle,0
671,2010,"09 Tolkewitz, Seidnitz, Gruna",Gas,"88,6"
672,2010,"09 Tolkewitz, Seidnitz, Gruna",Öl,"8,3"
673,2010,"09 Tolkewitz, Seidnitz, Gruna",Strom,"1,1"
674,2010,"09 Tolkewitz, Seidnitz, Gruna",sonstige,2
675,2010,10 StB Leuben,Kohle,0
676,2010,10 StB Leuben,Gas,"86,9"
677,2010,10 StB Leuben,Öl,7
678,2010,10 StB Leuben,Strom,"4,6"
679,2010,10 StB Leuben,sonstige,"1,5"
680,2010,"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)",Kohle,0
681,2010,"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)",Gas,k.A.
682,2010,"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)",Öl,k.A.
683,2010,"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)",Strom,0
684,2010,"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)",sonstige,0
685,2010,"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)",Kohle,0
686,2010,"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)",Gas,"84,8"
687,2010,"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)",Öl,"7,8"
688,2010,"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)",Strom,"5,4"
689,2010,"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)",sonstige,2
690,2010,"13 Südvorstadt, Zschertnitz",Kohle,0
691,2010,"13 Südvorstadt, Zschertnitz",Gas,k.A.
692,2010,"13 Südvorstadt, Zschertnitz",Öl,k.A.
693,2010,"13 Südvorstadt, Zschertnitz",Strom,k.A.
694,2010,"13 Südvorstadt, Zschertnitz",sonstige,k.A.
695,2010,"14 Mockritz, Coschütz, Plauen",Kohle,0
696,2010,"14 Mockritz, Coschütz, Plauen",Gas,"78,4"
697,2010,"14 Mockritz, Coschütz, Plauen",Öl,"15,5"
698,2010,"14 Mockritz, Coschütz, Plauen",Strom,5
699,2010,"14 Mockritz, Coschütz, Plauen",sonstige,1
700,2010,"15 Cotta, Löbtau, Naußlitz, Dölzschen",Kohle,"0,6"
701,2010,"15 Cotta, Löbtau, Naußlitz, Dölzschen",Gas,88
702,2010,"15 Cotta, Löbtau, Naußlitz, Dölzschen",Öl,"8,3"
703,2010,"15 Cotta, Löbtau, Naußlitz, Dölzschen",Strom,"1,2"
704,2010,"15 Cotta, Löbtau, Naußlitz, Dölzschen",sonstige,"1,9"
705,2010,16 Gorbitz,Kohle,0
706,2010,16 Gorbitz,Gas,0
707,2010,16 Gorbitz,Öl,0
708,2010,16 Gorbitz,Strom,0
709,2010,16 Gorbitz,sonstige,0
710,2010,17 Briesnitz und westliche OS,Kohle,0
711,2010,17 Briesnitz und westliche OS,Gas,"74,9"
712,2010,17 Briesnitz und westliche OS,Öl,"16,4"
713,2010,17 Briesnitz und westliche OS,Strom,"5,4"
714,2010,17 Briesnitz und westliche OS,sonstige,"3,4"
715,2010,18 Dresden gesamt,Kohle,"1,2"
716,2010,18 Dresden gesamt,Gas,79
717,2010,18 Dresden gesamt,Öl,"12,7"
718,2010,18 Dresden gesamt,Strom,"5,8"
719,2010,18 Dresden gesamt,sonstige,"1,4"
720,2012,01 StB Altstadt ohne Johannstadt,Kohle,0
721,2012,01 StB Altstadt ohne Johannstadt,Gas,k.A.
722,2012,01 StB Altstadt ohne Johannstadt,Öl,0
723,2012,01 StB Altstadt ohne Johannstadt,Strom,k.A.
724,2012,01 StB Altstadt ohne Johannstadt,sonstige,0
725,2012,02 Johannstadt,Kohle,0
726,2012,02 Johannstadt,Gas,k.A.
727,2012,02 Johannstadt,Öl,0
728,2012,02 Johannstadt,Strom,k.A.
729,2012,02 Johannstadt,sonstige,0
730,2012,03 StB Neustadt ohne Leipziger Vorstadt,Kohle,"4,7"
731,2012,03 StB Neustadt ohne Leipziger Vorstadt,Gas,"77,1"
732,2012,03 StB Neustadt ohne Leipziger Vorstadt,Öl,"6,6"
733,2012,03 StB Neustadt ohne Leipziger Vorstadt,Strom,"10,4"
734,2012,03 StB Neustadt ohne Leipziger Vorstadt,sonstige,"1,3"
735,2012,"04 Leipziger Vorstadt, Pieschen",Kohle,"0,8"
736,2012,"04 Leipziger Vorstadt, Pieschen",Gas,"79,8"
737,2012,"04 Leipziger Vorstadt, Pieschen",Öl,"7,8"
738,2012,"04 Leipziger Vorstadt, Pieschen",Strom,"4,6"
739,2012,"04 Leipziger Vorstadt, Pieschen",sonstige,7
740,2012,"05 Mickten, Kaditz, Trachau",Kohle,0
741,2012,"05 Mickten, Kaditz, Trachau",Gas,"84,7"
742,2012,"05 Mickten, Kaditz, Trachau",Öl,"4,3"
743,2012,"05 Mickten, Kaditz, Trachau",Strom,"6,4"
744,2012,"05 Mickten, Kaditz, Trachau",sonstige,"4,6"
745,2012,06 StB Klotzsche und nördliche OS,Kohle,"0,7"
746,2012,06 StB Klotzsche und nördliche OS,Gas,"71,4"
747,2012,06 StB Klotzsche und nördliche OS,Öl,"14,3"
748,2012,06 StB Klotzsche und nördliche OS,Strom,"11,1"
749,2012,06 StB Klotzsche und nördliche OS,sonstige,"2,5"
750,2012,07 StB Loschwitz und OS Schönfeld-Weißig,Kohle,"4,8"
751,2012,07 StB Loschwitz und OS Schönfeld-Weißig,Gas,"77,6"
752,2012,07 StB Loschwitz und OS Schönfeld-Weißig,Öl,"9,5"
753,2012,07 StB Loschwitz und OS Schönfeld-Weißig,Strom,"4,8"
754,2012,07 StB Loschwitz und OS Schönfeld-Weißig,sonstige,"3,4"
755,2012,"08 Blasewitz, Striesen",Kohle,0
756,2012,"08 Blasewitz, Striesen",Gas,"90,6"
757,2012,"08 Blasewitz, Striesen",Öl,"5,8"
758,2012,"08 Blasewitz, Striesen",Strom,3
759,2012,"08 Blasewitz, Striesen",sonstige,"0,5"
760,2012,"09 Tolkewitz, Seidnitz, Gruna",Kohle,0
761,2012,"09 Tolkewitz, Seidnitz, Gruna",Gas,"73,7"
762,2012,"09 Tolkewitz, Seidnitz, Gruna",Öl,"13,6"
763,2012,"09 Tolkewitz, Seidnitz, Gruna",Strom,"9,1"
764,2012,"09 Tolkewitz, Seidnitz, Gruna",sonstige,"3,7"
765,2012,10 StB Leuben,Kohle,0
766,2012,10 StB Leuben,Gas,"88,2"
767,2012,10 StB Leuben,Öl,4
768,2012,10 StB Leuben,Strom,"4,9"
769,2012,10 StB Leuben,sonstige,"2,9"
770,2012,"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)",Kohle,0
771,2012,"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)",Gas,k.A.
772,2012,"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)",Öl,k.A.
773,2012,"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)",Strom,k.A.
774,2012,"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)",sonstige,k.A.
775,2012,"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)",Kohle,0
776,2012,"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)",Gas,"83,3"
777,2012,"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)",Öl,"6,9"
778,2012,"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)",Strom,"9,1"
779,2012,"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)",sonstige,"0,8"
780,2012,"13 Südvorstadt, Zschertnitz",Kohle,"2,1"
781,2012,"13 Südvorstadt, Zschertnitz",Gas,"69,1"
782,2012,"13 Südvorstadt, Zschertnitz",Öl,"5,7"
783,2012,"13 Südvorstadt, Zschertnitz",Strom,"9,4"
784,2012,"13 Südvorstadt, Zschertnitz",sonstige,"13,8"
785,2012,"14 Mockritz, Coschütz, Plauen",Kohle,"1,6"
786,2012,"14 Mockritz, Coschütz, Plauen",Gas,78
787,2012,"14 Mockritz, Coschütz, Plauen",Öl,"13,7"
788,2012,"14 Mockritz, Coschütz, Plauen",Strom,"6,1"
789,2012,"14 Mockritz, Coschütz, Plauen",sonstige,"0,7"
790,2012,"15 Cotta, Löbtau, Naußlitz, Dölzschen",Kohle,"1,4"
791,2012,"15 Cotta, Löbtau, Naußlitz, Dölzschen",Gas,"84,3"
792,2012,"15 Cotta, Löbtau, Naußlitz, Dölzschen",Öl,"10,2"
793,2012,"15 Cotta, Löbtau, Naußlitz, Dölzschen",Strom,"4,1"
794,2012,"15 Cotta, Löbtau, Naußlitz, Dölzschen",sonstige,0
795,2012,16 Gorbitz,Kohle,k.A.
796,2012,16 Gorbitz,Gas,k.A.
797,2012,16 Gorbitz,Öl,k.A.
798,2012,16 Gorbitz,Strom,0
799,2012,16 Gorbitz,sonstige,0
800,2012,17 Briesnitz und westliche OS,Kohle,0
801,2012,17 Briesnitz und westliche OS,Gas,"57,4"
