"Jahr";"Stadtteil zus.";"Stadtbezirk mit zugeordneten Ortschaften";"Stadtraum";"Wohnungen gesamt";"Wohnungen mit 1Raum";"Wohnungen mit 2 Räumen";"Wohnungen mit 3 Räumen";"Wohnungen mit 4 Räumen";"Wohnungen mit 5 Räumen";"Wohnungen mit 6 Räumen";"Wohnungen mit 7 u.mehr Räumen";"Gebäudeanzahl"
"2011";"35 Weixdorf";"StB 3 Klotzsche/nördliche Ortschaften";"06 StB Klotzsche und nördliche OS";2702;66;463;746;751;460;156;60;1868
"2011";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"06 StB Klotzsche und nördliche OS";1919;46;310;597;453;317;162;34;1118
"2011";"41 Loschwitz/Wachwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";3019;157;805;821;630;306;183;117;1286
"2011";"42 Bühlau/Weißer Hirsch";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";5623;292;1256;1784;1234;649;251;157;2354
"2011";"43 Hosterwitz/Pillnitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";1733;72;411;518;367;200;103;62;945
"2011";"45 Weißig";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";3036;364;1059;705;421;298;110;79;1185
"2011";"46 Gönnsdorf/Pappritz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";1740;81;268;375;431;328;142;115;1187
"2011";"47 Schönfeld/Schullwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";1524;70;216;406;405;270;101;56;1031
"2011";"51 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";5227;368;1596;1740;965;357;114;87;1158
"2011";"52 Striesen-Ost";"StB 5 Blasewitz";"08 Blasewitz, Striesen";7142;491;2743;2368;1108;319;86;27;829
"2011";"53 Striesen-Süd";"StB 5 Blasewitz";"08 Blasewitz, Striesen";5847;525;2339;2140;666;135;23;19;562
"2011";"54 Striesen-West";"StB 5 Blasewitz";"08 Blasewitz, Striesen";6861;417;2586;3033;642;128;34;21;678
"2011";"55 Tolkewitz/Seidnitz-Nord";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";6685;405;2158;3192;734;148;33;15;841
"2011";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";7803;971;2925;2811;910;153;27;6;1066
"2011";"57 Gruna";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";7283;685;2071;3255;990;203;38;41;1106
"2011";"61 Leuben";"StB 6 Leuben";"10 StB Leuben";6868;265;2737;2862;754;180;29;41;994
"2011";"62 Laubegast";"StB 6 Leuben";"10 StB Leuben";6771;566;2558;2609;731;226;62;19;1306
"2011";"63 Kleinzschachwitz";"StB 6 Leuben";"10 StB Leuben";4289;220;996;1409;921;447;189;107;1969
"2011";"64 Großzschachwitz";"StB 6 Leuben";"10 StB Leuben";3718;707;940;1348;542;150;23;8;542
"2011";"71 Prohlis-Nord";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";3729;601;1019;1540;485;76;5;3;314
"2011";"72 Prohlis-Süd";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";5258;1458;1463;1588;602;135;12;0;253
"2011";"73 Niedersedlitz";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";2793;133;649;1098;572;214;84;43;1120
"2011";"74 Lockwitz";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";3084;75;699;911;815;363;157;64;1763
"2011";"75 Leubnitz-Neuostra";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";7625;787;1820;2739;1571;481;134;93;2201
"2011";"76 Strehlen";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";2068;810;374;594;285;5;0;0;147
"2011";"76 Strehlen";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";3209;210;819;1176;648;269;58;29;811
"2011";"77 Reick";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";2942;262;1051;1213;322;83;9;2;519
"2011";"81 Südvorstadt-West";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";6064;323;1887;2640;1008;155;35;16;581
"2011";"82 Südvorstadt-Ost";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";3205;858;881;1001;321;96;28;20;404
"2011";"83 Räcknitz/Zschertnitz";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";5546;916;1269;2167;1020;134;27;13;703
"2011";"84 Kleinpestitz/Mockritz";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";3999;529;795;1456;863;197;99;60;1008
"2011";"85 Coschütz/Gittersee";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";3108;271;1034;1035;464;220;60;24;1167
"2011";"86 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";5781;385;1730;2005;1178;369;85;29;1005
"2011";"90 Cossebaude/Mobschatz/Oberw.";"StB 9 Cotta/westliche Ortschaften";"17 Briesnitz und westliche OS";3822;226;967;1258;783;372;133;83;1694
"2011";"91 Cotta";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";6374;412;3004;2254;536;123;38;7;948
"2011";"92 Löbtau-Nord";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";5025;307;2290;1872;460;65;27;4;473
"2011";"93 Löbtau-Süd";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";6335;391;3094;2260;487;80;19;4;666
"2011";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";5175;287;2000;1406;881;366;174;61;1874
"2011";"95 Gorbitz-Süd";"StB 9 Cotta/westliche Ortschaften";"16 Gorbitz";5189;1990;832;1601;592;161;8;5;517
"2011";"96 Gorbitz-Ost";"StB 9 Cotta/westliche Ortschaften";"16 Gorbitz";3778;999;752;1409;534;81;0;3;246
"2011";"97 Gorbitz-Nord/Neu-Omsewitz";"StB 9 Cotta/westliche Ortschaften";"16 Gorbitz";3896;1187;683;1447;560;19;0;0;286
"2011";"98 Briesnitz";"StB 9 Cotta/westliche Ortschaften";"17 Briesnitz und westliche OS";5915;399;1927;1914;1028;402;155;90;2204
"2011";"99 Altfranken/Gompitz";"StB 9 Cotta/westliche Ortschaften";"17 Briesnitz und westliche OS";1868;53;362;419;431;398;154;51;1167
"2012";"01 Innere Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";1078;137;466;282;167;21;4;1;92
"2012";"02 Pirnaische Vorstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";3975;544;2118;1019;276;18;0;0;205
"2012";"03 Seevorstadt-Ost";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";4142;1304;1057;1489;235;37;11;9;287
"2012";"04 Wilsdruffer Vs./Seevs.-West";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";4948;461;2185;1803;473;16;7;3;376
"2012";"05 Friedrichstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";4024;629;1638;1321;367;63;6;0;358
"2012";"06 Johannstadt-Nord";"StB 0 Altstadt";"02 Johannstadt";6373;762;2098;2502;848;147;7;9;316
"2012";"07 Johannstadt-Süd";"StB 0 Altstadt";"02 Johannstadt";7124;336;3150;3271;344;20;1;2;459
"2012";"11 Äußere Neustadt (Antonstadt)";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";9609;1138;4345;2919;910;213;57;27;1116
"2012";"12 Radeberger Vorstadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";4565;515;1233;1617;808;270;79;43;763
"2012";"13 Innere Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";3981;654;1184;1480;526;91;38;8;439
"2012";"14 Leipziger Vorstadt";"StB 1 Neustadt";"04 Leipziger Vorstadt, Pieschen";6516;564;2673;2346;732;148;46;7;796
"2012";"15 Albertstadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";1328;175;571;416;108;49;4;5;177
"2012";"21 Pieschen-Süd";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";6475;481;3046;2284;495;134;24;11;803
"2012";"22 Mickten";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";7217;666;2936;2768;651;149;32;15;967
"2012";"23 Kaditz";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";3110;199;1372;1036;305;122;50;26;916
"2012";"24 Trachau";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";5442;271;1822;2096;933;228;65;27;1255
"2012";"25 Pieschen-N/Trachenberge";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";6948;524;3042;2351;743;223;50;15;1109
"2012";"31 Klotzsche";"StB 3 Klotzsche/nördliche Ortschaften";"06 StB Klotzsche und nördliche OS";7519;977;1827;2589;1430;453;167;76;1927
"2012";"32 Hellerau/Wilschdorf";"StB 3 Klotzsche/nördliche Ortschaften";"06 StB Klotzsche und nördliche OS";2990;98;600;900;721;413;177;81;2046
"2012";"35 Weixdorf";"StB 3 Klotzsche/nördliche Ortschaften";"06 StB Klotzsche und nördliche OS";2749;70;463;741;782;469;159;65;1915
"2012";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"06 StB Klotzsche und nördliche OS";1919;46;308;596;454;317;161;37;1119
"2012";"41 Loschwitz/Wachwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";3035;158;803;823;636;307;187;121;1295
"2012";"42 Bühlau/Weißer Hirsch";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";5648;291;1267;1789;1234;655;253;159;2362
"2012";"43 Hosterwitz/Pillnitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";1732;69;410;515;370;201;106;61;946
"2012";"45 Weißig";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";3029;362;1040;694;425;310;116;82;1216
"2012";"46 Gönnsdorf/Pappritz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";1752;81;265;374;435;333;146;118;1203
"2012";"47 Schönfeld/Schullwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";1528;70;215;403;410;270;103;57;1035
"2012";"51 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";5248;381;1600;1740;962;362;116;87;1154
"2012";"52 Striesen-Ost";"StB 5 Blasewitz";"08 Blasewitz, Striesen";7133;480;2689;2365;1139;345;87;28;839
"2012";"53 Striesen-Süd";"StB 5 Blasewitz";"08 Blasewitz, Striesen";5951;526;2380;2191;680;136;23;15;572
"2012";"54 Striesen-West";"StB 5 Blasewitz";"08 Blasewitz, Striesen";6940;444;2579;3062;664;132;36;23;689
"2012";"55 Tolkewitz/Seidnitz-Nord";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";6235;280;2038;3060;700;109;33;15;811
"2012";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";7848;985;2926;2820;918;162;31;6;1095
"2012";"57 Gruna";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";7288;693;2040;3269;987;201;41;57;1119
"2012";"61 Leuben";"StB 6 Leuben";"10 StB Leuben";6903;263;2736;2881;767;184;31;41;994
"2012";"62 Laubegast";"StB 6 Leuben";"10 StB Leuben";6773;558;2554;2610;739;229;63;20;1315
"2012";"63 Kleinzschachwitz";"StB 6 Leuben";"10 StB Leuben";4289;209;987;1408;928;456;192;109;1982
"2012";"64 Großzschachwitz";"StB 6 Leuben";"10 StB Leuben";3703;690;948;1336;543;156;23;7;543
"2012";"71 Prohlis-Nord";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";3729;601;1019;1540;485;76;5;3;314
"2012";"72 Prohlis-Süd";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";5258;1458;1463;1588;602;135;12;0;253
"2012";"73 Niedersedlitz";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";2790;133;642;1097;575;217;83;43;1120
"2012";"74 Lockwitz";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";3099;73;674;916;839;369;158;70;1792
"2012";"75 Leubnitz-Neuostra";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";7636;788;1813;2733;1575;489;142;96;2211
"2012";"76 Strehlen";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";2068;810;374;594;285;5;0;0;147
"2012";"76 Strehlen";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";3213;209;819;1177;651;271;58;28;812
"2012";"77 Reick";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";2937;262;1049;1212;320;83;9;2;518
"2012";"81 Südvorstadt-West";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";6080;324;1892;2660;998;156;33;17;578
"2012";"82 Südvorstadt-Ost";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";3307;945;889;1004;325;97;28;19;406
"2012";"83 Räcknitz/Zschertnitz";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";5547;916;1270;2171;1016;134;27;13;703
"2012";"84 Kleinpestitz/Mockritz";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";4025;531;792;1469;866;203;101;63;1025
"2012";"85 Coschütz/Gittersee";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";3113;271;1029;1038;465;222;64;24;1170
"2012";"86 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";5804;402;1735;1988;1193;370;85;31;1016
"2012";"90 Cossebaude/Mobschatz/Oberw.";"StB 9 Cotta/westliche Ortschaften";"17 Briesnitz und westliche OS";3825;226;957;1261;785;375;135;86;1704
"2012";"91 Cotta";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";6433;417;3011;2261;571;123;39;11;959
"2012";"92 Löbtau-Nord";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";4981;311;2253;1853;466;63;28;7;477
"2012";"93 Löbtau-Süd";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";6347;404;3085;2263;500;74;18;3;666
"2012";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";5181;288;1992;1407;885;370;176;63;1880
"2012";"95 Gorbitz-Süd";"StB 9 Cotta/westliche Ortschaften";"16 Gorbitz";5177;1866;915;1621;599;163;8;5;522
"2012";"96 Gorbitz-Ost";"StB 9 Cotta/westliche Ortschaften";"16 Gorbitz";3778;1026;788;1376;504;81;0;3;246
"2012";"97 Gorbitz-Nord/Neu-Omsewitz";"StB 9 Cotta/westliche Ortschaften";"16 Gorbitz";3896;1187;683;1447;560;19;0;0;286
"2012";"98 Briesnitz";"StB 9 Cotta/westliche Ortschaften";"17 Briesnitz und westliche OS";5921;395;1913;1903;1053;407;157;93;2219
"2012";"99 Altfranken/Gompitz";"StB 9 Cotta/westliche Ortschaften";"17 Briesnitz und westliche OS";1887;53;353;420;444;404;161;52;1194
"2013";"01 Innere Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";1075;117;481;283;167;22;4;1;95
"2013";"02 Pirnaische Vorstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";3975;544;2118;1019;276;18;0;0;205
"2013";"03 Seevorstadt-Ost";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";4205;1364;1060;1488;236;36;12;9;286
"2013";"04 Wilsdruffer Vs./Seevs.-West";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";4996;464;2195;1827;479;20;8;3;383
"2013";"05 Friedrichstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";4073;667;1650;1323;371;56;6;0;361
"2013";"06 Johannstadt-Nord";"StB 0 Altstadt";"02 Johannstadt";6207;746;2085;2431;791;140;5;9;311
"2013";"07 Johannstadt-Süd";"StB 0 Altstadt";"02 Johannstadt";7089;364;3090;3257;355;20;3;0;452
"2013";"11 Äußere Neustadt (Antonstadt)";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";9654;1164;4353;2912;921;219;59;26;1130
"2013";"12 Radeberger Vorstadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";4585;510;1246;1614;818;274;79;44;768
"2013";"13 Innere Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";4012;654;1194;1491;535;93;38;7;440
"2013";"14 Leipziger Vorstadt";"StB 1 Neustadt";"04 Leipziger Vorstadt, Pieschen";6521;568;2652;2342;747;159;46;7;799
"2013";"15 Albertstadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";1319;156;580;415;109;50;4;5;180
"2013";"21 Pieschen-Süd";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";6494;489;3049;2277;505;138;24;12;809
"2013";"22 Mickten";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";7242;675;2916;2781;669;153;33;15;969
"2013";"23 Kaditz";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";3112;200;1372;1036;304;123;50;27;919
"2013";"24 Trachau";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";5434;271;1822;2089;932;227;65;28;1253
"2013";"25 Pieschen-N/Trachenberge";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";6944;534;3020;2352;743;225;53;17;1117
"2013";"31 Klotzsche";"StB 3 Klotzsche/nördliche Ortschaften";"06 StB Klotzsche und nördliche OS";7535;971;1836;2587;1434;456;174;77;1937
"2013";"32 Hellerau/Wilschdorf";"StB 3 Klotzsche/nördliche Ortschaften";"06 StB Klotzsche und nördliche OS";3009;100;603;903;725;418;179;81;2058
"2013";"35 Weixdorf";"StB 3 Klotzsche/nördliche Ortschaften";"06 StB Klotzsche und nördliche OS";2769;67;462;748;785;477;160;70;1934
"2013";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"06 StB Klotzsche und nördliche OS";1945;46;318;605;456;319;163;38;1130
"2013";"41 Loschwitz/Wachwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";3052;157;804;832;639;309;191;120;1301
"2013";"42 Bühlau/Weißer Hirsch";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";5651;288;1251;1775;1258;659;257;163;2368
"2013";"43 Hosterwitz/Pillnitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";1733;66;411;514;369;200;109;64;949
"2013";"45 Weißig";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";3050;363;1041;693;434;317;118;84;1235
"2013";"46 Gönnsdorf/Pappritz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";1779;79;265;377;451;337;149;121;1230
"2013";"47 Schönfeld/Schullwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";1533;61;225;404;408;274;103;58;1043
"2013";"51 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";5259;377;1607;1743;969;358;119;86;1157
"2013";"52 Striesen-Ost";"StB 5 Blasewitz";"08 Blasewitz, Striesen";7310;469;2742;2448;1179;356;86;30;849
"2013";"53 Striesen-Süd";"StB 5 Blasewitz";"08 Blasewitz, Striesen";5985;528;2370;2204;700;141;26;16;578
"2013";"54 Striesen-West";"StB 5 Blasewitz";"08 Blasewitz, Striesen";6987;436;2579;3097;679;136;37;23;699
"2013";"55 Tolkewitz/Seidnitz-Nord";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";6213;243;1965;3124;707;120;39;15;812
"2013";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";7854;969;2928;2824;928;161;38;6;1106
"2013";"57 Gruna";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";7318;689;2045;3275;994;210;43;62;1129
"2013";"61 Leuben";"StB 6 Leuben";"10 StB Leuben";6914;263;2741;2877;770;190;33;40;1005
"2013";"62 Laubegast";"StB 6 Leuben";"10 StB Leuben";6771;557;2552;2607;743;230;62;20;1315
"2013";"63 Kleinzschachwitz";"StB 6 Leuben";"10 StB Leuben";4301;209;979;1412;935;462;194;110;1994
"2013";"64 Großzschachwitz";"StB 6 Leuben";"10 StB Leuben";3701;692;948;1330;544;157;23;7;547
"2013";"71 Prohlis-Nord";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";3725;597;1016;1543;484;76;6;3;314
"2013";"72 Prohlis-Süd";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";5258;1458;1463;1588;602;135;12;0;253
"2013";"73 Niedersedlitz";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";2794;131;635;1089;592;220;84;43;1129
"2013";"74 Lockwitz";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";3126;74;689;917;837;378;162;69;1809
"2013";"75 Leubnitz-Neuostra";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";7665;788;1819;2735;1579;497;148;99;2231
"2013";"76 Strehlen";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";2068;810;374;594;285;5;0;0;147
"2013";"76 Strehlen";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";3236;209;832;1182;654;272;58;29;816
"2013";"77 Reick";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";2937;262;1047;1213;320;84;8;3;520
"2013";"81 Südvorstadt-West";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";6065;324;1884;2657;1000;151;33;16;576
"2013";"82 Südvorstadt-Ost";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";3319;945;894;1008;326;98;28;20;407
"2013";"83 Räcknitz/Zschertnitz";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";5531;916;1260;2165;1015;133;28;14;701
"2013";"84 Kleinpestitz/Mockritz";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";4035;532;793;1469;868;207;101;65;1029
"2013";"85 Coschütz/Gittersee";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";3109;276;1016;1037;468;220;66;26;1176
"2013";"86 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";5802;401;1731;1986;1191;372;88;33;1020
"2013";"90 Cossebaude/Mobschatz/Oberw.";"StB 9 Cotta/westliche Ortschaften";"17 Briesnitz und westliche OS";3848;240;954;1249;797;383;137;88;1718
"2013";"91 Cotta";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";6440;417;3008;2270;570;124;40;11;961
"2013";"92 Löbtau-Nord";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";4998;310;2259;1858;465;69;30;7;485
"2013";"93 Löbtau-Süd";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";6379;405;3105;2262;509;77;18;3;670
"2013";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";5183;288;1990;1405;882;377;175;66;1884
"2013";"95 Gorbitz-Süd";"StB 9 Cotta/westliche Ortschaften";"16 Gorbitz";5174;1865;913;1620;599;164;8;5;521
"2013";"96 Gorbitz-Ost";"StB 9 Cotta/westliche Ortschaften";"16 Gorbitz";3783;1016;793;1376;514;81;0;3;256
"2013";"97 Gorbitz-Nord/Neu-Omsewitz";"StB 9 Cotta/westliche Ortschaften";"16 Gorbitz";3895;1187;683;1446;559;20;0;0;286
"2013";"98 Briesnitz";"StB 9 Cotta/westliche Ortschaften";"17 Briesnitz und westliche OS";5950;398;1895;1920;1071;408;163;95;2233
"2013";"99 Altfranken/Gompitz";"StB 9 Cotta/westliche Ortschaften";"17 Briesnitz und westliche OS";1919;53;358;422;453;416;163;54;1223
"2014";"01 Innere Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";1021;107;468;264;160;19;2;1;91
"2014";"02 Pirnaische Vorstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";3961;539;2116;1019;278;9;0;0;204
"2014";"03 Seevorstadt-Ost";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";4209;1342;1067;1490;247;39;12;12;292
"2014";"04 Wilsdruffer Vs./Seevs.-West";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";5066;485;2195;1867;475;33;8;3;388
"2014";"05 Friedrichstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";4072;611;1754;1256;370;65;11;5;390
"2014";"06 Johannstadt-Nord";"StB 0 Altstadt";"02 Johannstadt";6176;606;2156;2435;818;142;9;10;311
"2014";"07 Johannstadt-Süd";"StB 0 Altstadt";"02 Johannstadt";7134;350;3072;3292;390;27;3;0;455
"2014";"11 Äußere Neustadt (Antonstadt)";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";9653;1175;4297;2917;933;239;62;30;1134
"2014";"12 Radeberger Vorstadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";4539;505;1280;1557;813;260;80;44;767
"2014";"13 Innere Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";4006;647;1175;1491;548;100;39;6;441
"2014";"14 Leipziger Vorstadt";"StB 1 Neustadt";"04 Leipziger Vorstadt, Pieschen";6478;556;2619;2316;774;161;46;6;795
"2014";"15 Albertstadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";1331;124;558;451;128;61;4;5;198
"2014";"21 Pieschen-Süd";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";6422;495;2966;2257;514;143;31;16;812
